N          d          numCycles  lookedAt   ratio      traversed  ratio     
400        13         18         13773      2.459464   1058       0.188929  
400        13         15         13790      2.462500   1056       0.188571  
400        13         11         13021      2.325179   990        0.176786  
400        13         19         12109      2.162321   926        0.165357  
400        13         19         16759      2.992679   1298       0.231786  
400        13         11         15371      2.744821   1178       0.210357  
400        13         18         13523      2.414821   1038       0.185357  
400        13         14         15604      2.786429   1200       0.214286  
400        13         17         12737      2.274464   974        0.173929  
400        13         10         14060      2.510714   1072       0.191429  
400        13         13         14668      2.619286   1124       0.200714  
400        13         14         18854      3.366786   1460       0.260714  
400        13         17         18762      3.350357   1456       0.260000  
400        13         18         15798      2.821071   1220       0.217857  
400        13         22         12942      2.311071   996        0.177857  
400        13         15         22140      3.953571   1724       0.307857  
400        13         23         20478      3.656786   1600       0.285714  
400        13         21         19381      3.460893   1510       0.269643  
400        13         14         14729      2.630179   1130       0.201786  
400        13         15         18290      3.266071   1416       0.252857  
400        13         17         16262      2.903929   1256       0.224286  
400        13         19         15209      2.715893   1174       0.209643  
400        13         19         13734      2.452500   1056       0.188571  
400        13         12         12982      2.318214   988        0.176429  
400        13         16         22351      3.991250   1742       0.311071  
400        13         21         14431      2.576964   1114       0.198929  
400        13         25         18325      3.272321   1430       0.255357  
400        13         14         12079      2.156964   918        0.163929  
400        13         22         13367      2.386964   1030       0.183929  
400        13         25         16350      2.919643   1272       0.227143  
400        13         15         15640      2.792857   1204       0.215000  
400        13         19         19309      3.448036   1502       0.268214  
400        13         20         16070      2.869643   1244       0.222143  
400        13         15         15390      2.748214   1184       0.211429  
400        13         18         16523      2.950536   1278       0.228214  
400        13         15         14615      2.609821   1122       0.200357  
400        13         17         17887      3.194107   1386       0.247500  
400        13         22         13642      2.436071   1052       0.187857  
400        13         17         13987      2.497679   1074       0.191786  
400        13         12         12732      2.273571   968        0.172857  
400        13         16         16126      2.879643   1244       0.222143  
400        13         14         14979      2.674821   1150       0.205357  
400        13         13         15918      2.842500   1224       0.218571  
400        13         15         15790      2.819643   1216       0.217143  
400        13         20         13645      2.436607   1050       0.187500  
400        13         14         13254      2.366786   1012       0.180714  
400        13         12         13282      2.371786   1012       0.180714  
400        13         12         13007      2.322679   990        0.176786  
400        13         12         13982      2.496786   1068       0.190714  
400        13         17         15887      2.836964   1226       0.218929  
400        13         17         13762      2.457500   1056       0.188571  
400        13         14         18654      3.331071   1444       0.257857  
400        13         22         15617      2.788750   1210       0.216071  
400        13         21         13806      2.465357   1064       0.190000  
400        13         22         15142      2.703929   1172       0.209286  
400        13         23         16528      2.951429   1284       0.229286  
400        13         20         15470      2.762500   1196       0.213571  
400        13         20         14695      2.624107   1134       0.202500  
400        13         15         16515      2.949107   1274       0.227500  
400        15         20         17503      2.734844   1174       0.183438  
400        15         18         23915      3.736719   1614       0.252188  
400        15         13         17499      2.734219   1166       0.182188  
400        15         27         15216      2.377500   1024       0.160000  
400        15         14         14699      2.296719   974        0.152188  
400        15         16         16175      2.527344   1078       0.168438  
400        15         16         19684      3.075625   1320       0.206250  
400        15         17         16014      2.502188   1068       0.166875  
400        15         18         13968      2.182500   928        0.145000  
400        15         18         14693      2.295781   978        0.152813  
400        15         16         19191      2.998594   1286       0.200938  
400        15         25         18061      2.822031   1218       0.190313  
400        15         21         14819      2.315469   990        0.154688  
400        15         21         16211      2.532969   1086       0.169688  
400        15         26         15551      2.429844   1046       0.163438  
400        15         18         18057      2.821406   1210       0.189063  
400        15         19         14706      2.297813   980        0.153125  
400        15         29         16518      2.580938   1116       0.174375  
400        15         24         17120      2.675000   1152       0.180000  
400        15         20         14429      2.254531   962        0.150313  
400        15         14         14815      2.314844   982        0.153438  
400        15         25         19511      3.048594   1318       0.205938  
400        15         16         13797      2.155781   914        0.142813  
400        15         18         17187      2.685469   1150       0.179688  
400        15         23         15976      2.496250   1072       0.167500  
400        15         23         14874      2.324063   996        0.155625  
400        15         17         17609      2.751406   1178       0.184063  
400        15         24         14742      2.303438   988        0.154375  
400        15         19         14793      2.311406   986        0.154063  
400        15         25         16582      2.590938   1116       0.174375  
400        15         21         17777      2.777656   1194       0.186563  
400        15         18         18869      2.948281   1266       0.197813  
400        15         21         18618      2.909063   1252       0.195625  
400        15         19         15402      2.406563   1028       0.160625  
400        15         23         18586      2.904063   1252       0.195625  
400        15         21         16356      2.555625   1096       0.171250  
400        15         21         18357      2.868281   1234       0.192813  
400        15         15         15785      2.466406   1050       0.164063  
400        15         19         14532      2.270625   968        0.151250  
400        15         18         19594      3.061563   1316       0.205625  
400        15         15         17380      2.715625   1160       0.181250  
400        15         21         19691      3.076719   1326       0.207188  
400        15         20         20142      3.147188   1356       0.211875  
400        15         24         19034      2.974063   1284       0.200625  
400        15         21         22214      3.470938   1500       0.234375  
400        15         22         14861      2.322031   994        0.155313  
400        15         25         17713      2.767656   1194       0.186563  
400        15         17         15289      2.388906   1018       0.159063  
400        15         14         16787      2.622969   1118       0.174688  
400        15         18         14751      2.304844   982        0.153438  
400        15         15         14828      2.316875   984        0.153750  
400        15         20         14719      2.299844   982        0.153438  
400        15         10         15981      2.497031   1058       0.165313  
400        15         17         16768      2.620000   1120       0.175000  
400        15         21         16588      2.591875   1112       0.173750  
400        15         22         17587      2.747969   1182       0.184688  
400        15         17         15115      2.361719   1006       0.157188  
400        15         19         15779      2.465469   1054       0.164688  
400        15         14         14293      2.233281   946        0.147813  
400        15         15         15640      2.443750   1040       0.162500  
400        15         21         14384      2.247500   960        0.150000  
400        15         18         17796      2.780625   1192       0.186250  
400        15         12         15021      2.347031   994        0.155313  
400        15         18         13881      2.168906   922        0.144063  
400        15         14         14873      2.323906   986        0.154063  
400        15         19         18041      2.818906   1210       0.189063  
400        15         27         14868      2.323125   1000       0.156250  
400        15         20         14980      2.340625   1000       0.156250  
400        15         20         19098      2.984063   1284       0.200625  
400        15         22         14745      2.303906   986        0.154063  
400        15         20         15821      2.472031   1058       0.165313  
400        15         18         15940      2.490625   1064       0.166250  
400        15         19         17606      2.750938   1180       0.184375  
400        15         16         21337      3.333906   1434       0.224063  
400        15         24         13582      2.122188   908        0.141875  
400        15         25         22556      3.524375   1528       0.238750  
400        15         19         17229      2.692031   1154       0.180313  
400        15         25         21077      3.293281   1426       0.222813  
400        15         20         20751      3.242344   1398       0.218438  
400        15         15         17061      2.665781   1138       0.177813  
400        15         22         16485      2.575781   1106       0.172813  
400        15         27         18928      2.957500   1280       0.200000  
400        15         23         21660      3.384375   1464       0.228750  
400        15         24         16656      2.602500   1120       0.175000  
400        15         17         17957      2.805781   1202       0.187813  
400        15         20         14139      2.209219   942        0.147188  
400        15         17         14854      2.320938   988        0.154375  
400        15         18         16404      2.563125   1096       0.171250  
400        15         21         17574      2.745938   1180       0.184375  
400        15         19         14938      2.334063   996        0.155625  
400        15         19         15141      2.365781   1010       0.157813  
400        15         18         17071      2.667344   1142       0.178438  
400        15         17         17145      2.678906   1146       0.179063  
400        15         15         15350      2.398438   1020       0.159375  
400        15         23         15541      2.428281   1042       0.162813  
400        15         16         15305      2.391406   1018       0.159063  
400        15         27         21857      3.415156   1482       0.231563  
400        15         26         14101      2.203281   946        0.147813  
400        15         19         16156      2.524375   1080       0.168750  
400        15         13         14280      2.231250   944        0.147500  
800        3          6          10896      3.405000   3692       1.153750  
800        3          7          10240      3.200000   3432       1.072500  
800        3          11         9368       2.927500   3098       0.968125  
800        3          12         10349      3.234063   3512       1.097500  
800        3          13         10367      3.239688   3426       1.070625  
800        3          10         10316      3.223750   3460       1.081250  
800        3          12         11133      3.479063   3770       1.178125  
800        3          9          10176      3.180000   3430       1.071875  
800        3          7          11233      3.510313   3700       1.156250  
800        3          12         10878      3.399375   3716       1.161250  
800        3          12         10897      3.405313   3716       1.161250  
800        3          9          10182      3.181875   3394       1.060625  
800        3          7          11839      3.699688   3858       1.205625  
800        3          10         10901      3.406563   3674       1.148125  
800        3          16         10315      3.223438   3504       1.095000  
800        3          9          10254      3.204375   3464       1.082500  
800        3          6          11872      3.710000   3848       1.202500  
800        3          10         11013      3.441563   3764       1.176250  
800        3          11         11186      3.495625   3398       1.061875  
800        3          9          11336      3.542500   3798       1.186875  
800        3          9          10519      3.287188   3486       1.089375  
800        3          7          12142      3.794375   3998       1.249375  
800        3          10         11258      3.518125   3766       1.176875  
800        3          11         11027      3.445938   3752       1.172500  
800        3          13         10520      3.287500   3582       1.119375  
800        3          9          10629      3.321563   3604       1.126250  
800        3          11         11068      3.458750   3776       1.180000  
800        3          10         10920      3.412500   3698       1.155625  
800        3          16         10980      3.431250   3682       1.150625  
800        3          8          10736      3.355000   3652       1.141250  
800        3          10         10099      3.155938   3410       1.065625  
800        3          10         12227      3.820938   4032       1.260000  
800        3          9          10398      3.249375   3510       1.096875  
800        3          7          12380      3.868750   4186       1.308125  
800        3          16         10057      3.142813   3398       1.061875  
800        3          10         10038      3.136875   3350       1.046875  
800        3          11         10615      3.317188   3606       1.126875  
800        3          15         10824      3.382500   3700       1.156250  
800        3          13         9924       3.101250   3320       1.037500  
800        3          8          11602      3.625625   3880       1.212500  
800        3          10         11688      3.652500   4024       1.257500  
800        3          12         10155      3.173438   3338       1.043125  
800        3          13         10701      3.344063   3532       1.103750  
800        3          10         10134      3.166875   3374       1.054375  
800        3          10         11868      3.708750   3998       1.249375  
800        3          11         11155      3.485938   3798       1.186875  
800        3          15         10580      3.306250   3606       1.126875  
800        3          9          10906      3.408125   3680       1.150000  
800        3          9          12368      3.865000   4252       1.328750  
800        3          9          10205      3.189063   3324       1.038750  
800        3          12         9475       2.960938   3166       0.989375  
800        3          8          13043      4.075938   4342       1.356875  
800        3          9          10690      3.340625   3572       1.116250  
800        3          9          10800      3.375000   3660       1.143750  
800        3          8          11071      3.459688   3728       1.165000  
800        3          8          9202       2.875625   3028       0.946250  
800        3          13         10561      3.300313   3596       1.123750  
800        3          6          9886       3.089375   3262       1.019375  
800        3          8          10783      3.369688   3620       1.131250  
800        3          7          10830      3.384375   3610       1.128125  
800        3          10         11604      3.626250   3970       1.240625  
800        3          8          10711      3.347188   3430       1.071875  
800        3          9          11603      3.625938   3962       1.238125  
800        3          8          10207      3.189688   3152       0.985000  
800        3          10         10102      3.156875   3404       1.063750  
800        3          10         10430      3.259375   3516       1.098750  
800        3          13         13237      4.136563   3234       1.010625  
800        3          11         11011      3.440938   3762       1.175625  
800        3          8          10401      3.250313   3462       1.081875  
800        3          11         11759      3.674688   4046       1.264375  
800        3          11         10386      3.245625   3518       1.099375  
800        3          14         11204      3.501250   3848       1.202500  
800        3          11         12037      3.761563   4180       1.306250  
800        3          9          12154      3.798125   4174       1.304375  
800        3          9          10291      3.215938   3438       1.074375  
800        3          15         11411      3.565938   3932       1.228750  
800        3          12         11619      3.630938   4018       1.255625  
800        3          9          10101      3.156563   3406       1.064375  
800        3          10         10877      3.399063   3434       1.073125  
800        3          7          12945      4.045313   4314       1.348125  
800        3          12         11129      3.477813   3796       1.186250  
800        3          11         10202      3.188125   3340       1.043750  
800        3          10         11345      3.545313   3646       1.139375  
800        3          10         9688       3.027500   3136       0.980000  
800        3          13         10380      3.243750   3522       1.100625  
800        3          10         10416      3.255000   3490       1.090625  
800        3          7          9486       2.964375   3106       0.970625  
800        3          8          11014      3.441875   3720       1.162500  
800        3          10         11588      3.621250   3716       1.161250  
800        3          11         11276      3.523750   3858       1.205625  
800        3          10         10990      3.434375   3634       1.135625  
800        3          11         11063      3.457188   3794       1.185625  
800        3          7          10411      3.253438   3472       1.085000  
800        3          10         11555      3.610938   3984       1.245000  
800        3          7          10705      3.345313   3586       1.120625  
800        3          10         10070      3.146875   3374       1.054375  
800        3          8          11312      3.535000   3834       1.198125  
800        3          11         10414      3.254375   3344       1.045000  
800        3          10         11315      3.535938   3872       1.210000  
800        3          9          10875      3.398438   3706       1.158125  
800        5          10         15381      3.204375   3074       0.640417  
800        5          17         16465      3.430208   3326       0.692917  
800        5          9          19336      4.028333   3940       0.820833  
800        5          16         14382      2.996250   2860       0.595833  
800        5          12         14209      2.960208   2818       0.587083  
800        5          13         17988      3.747500   3654       0.761250  
800        5          12         14146      2.947083   2804       0.584167  
800        5          10         15512      3.231667   3104       0.646667  
800        5          11         16909      3.522708   3414       0.711250  
800        5          13         16831      3.506458   3402       0.708750  
800        5          13         19339      4.028958   3952       0.823333  
800        5          12         15183      3.163125   3032       0.631667  
800        5          13         20221      4.212708   4152       0.865000  
800        5          11         19831      4.131458   4018       0.837083  
800        5          11         16978      3.537083   3432       0.715000  
800        5          12         14682      3.058750   2922       0.608750  
800        5          9          16340      3.404167   3270       0.681250  
800        5          12         16742      3.487917   3376       0.703333  
800        5          15         17853      3.719375   3630       0.756250  
800        5          10         16416      3.420000   3298       0.687083  
800        5          15         16549      3.447708   3342       0.696250  
800        5          9          15208      3.168333   3032       0.631667  
800        5          12         15610      3.252083   3128       0.651667  
800        5          12         14816      3.086667   2952       0.615000  
800        5          14         14858      3.095417   2964       0.617500  
800        5          14         16825      3.505208   3402       0.708750  
800        5          17         15546      3.238750   3120       0.650000  
800        5          12         18641      3.883542   3798       0.791250  
800        5          12         16032      3.340000   3222       0.671250  
800        5          13         17173      3.577708   3476       0.724167  
800        5          9          16060      3.345833   3218       0.670417  
800        5          10         15290      3.185417   3050       0.635417  
800        5          12         16232      3.381667   3264       0.680000  
800        5          14         15083      3.142292   3014       0.627917  
800        5          13         16147      3.363958   3250       0.677083  
800        5          11         17689      3.685208   3590       0.747917  
800        5          9          13243      2.758958   2574       0.536250  
800        5          12         14101      2.937708   2794       0.582083  
800        5          11         19316      4.024167   3948       0.822500  
800        5          16         20251      4.218958   4164       0.867500  
800        5          13         14736      3.070000   2936       0.611667  
800        5          11         18310      3.814583   3702       0.771250  
800        5          10         16648      3.468333   3354       0.698750  
800        5          10         14897      3.103542   2964       0.617500  
800        5          15         17980      3.745833   3660       0.762500  
800        5          13         18745      3.905208   3826       0.797083  
800        5          15         18831      3.923125   3846       0.801250  
800        5          6          16077      3.349375   3210       0.668750  
800        5          13         16768      3.493333   3388       0.705833  
800        5          7          14047      2.926458   2720       0.566667  
800        5          13         16355      3.407292   3296       0.686667  
800        5          15         14641      3.050208   2918       0.607917  
800        5          13         16745      3.488542   3382       0.704583  
800        5          14         16044      3.342500   3224       0.671667  
800        5          14         15872      3.306667   3184       0.663333  
800        5          18         17853      3.719375   3634       0.757083  
800        5          13         16833      3.506875   3402       0.708750  
800        5          10         18158      3.782917   3692       0.769167  
800        5          13         13060      2.720833   2564       0.534167  
800        5          14         15377      3.203542   3078       0.641250  
800        5          17         16055      3.344792   3234       0.673750  
800        5          11         17427      3.630625   3530       0.735417  
800        5          15         15030      3.131250   3000       0.625000  
800        5          8          14421      3.004375   2854       0.594583  
800        5          9          17433      3.631875   3524       0.734167  
800        5          9          14691      3.060625   2912       0.606667  
800        5          10         14166      2.951250   2804       0.584167  
800        5          11         19134      3.986250   3910       0.814583  
800        5          14         17180      3.579167   3480       0.725000  
800        5          6          16532      3.444167   3318       0.691250  
800        5          11         15576      3.245000   3118       0.649583  
800        5          17         15405      3.209375   3090       0.643750  
800        5          9          15698      3.270417   3140       0.654167  
800        5          10         13233      2.756875   2596       0.540833  
800        5          14         16204      3.375833   3264       0.680000  
800        5          14         20091      4.185625   4126       0.859583  
800        5          12         16756      3.490833   3384       0.705000  
800        5          9          16324      3.400833   3284       0.684167  
800        5          8          14673      3.056875   2908       0.605833  
800        5          12         16913      3.523542   3418       0.712083  
800        5          19         18172      3.785833   3708       0.772500  
800        5          13         17023      3.546458   3442       0.717083  
800        5          10         17177      3.578542   3474       0.723750  
800        5          8          13948      2.905833   2746       0.572083  
800        5          15         16785      3.496875   3394       0.707083  
800        5          14         15808      3.293333   3174       0.661250  
800        5          11         17540      3.654167   3552       0.740000  
800        5          9          17038      3.549583   3440       0.716667  
800        5          14         17617      3.670208   3578       0.745417  
800        5          11         15502      3.229583   3104       0.646667  
800        5          16         16120      3.358333   3248       0.676667  
800        5          13         17336      3.611667   3514       0.732083  
800        5          9          15183      3.163125   3030       0.631250  
800        5          15         15329      3.193542   3070       0.639583  
800        5          10         15345      3.196875   3054       0.636250  
800        5          10         16294      3.394583   3276       0.682500  
800        5          15         17115      3.565625   3466       0.722083  
800        5          10         15251      3.177292   3046       0.634583  
800        5          13         15003      3.125625   2978       0.620417  
800        5          17         16402      3.417083   3312       0.690000  
800        7          11         17713      2.767656   2492       0.389375  
800        7          14         22509      3.517031   3234       0.505313  
800        7          10         21130      3.301563   3016       0.471250  
800        7          16         23247      3.632344   3350       0.523438  
800        7          15         21383      3.341094   3062       0.478438  
800        7          16         24885      3.888281   3602       0.562813  
800        7          15         22735      3.552344   3270       0.510938  
800        7          15         21123      3.300469   3022       0.472188  
800        7          7          18135      2.833594   2550       0.398438  
800        7          18         23549      3.679531   3398       0.530938  
800        7          12         27269      4.260781   3962       0.619063  
800        7          14         17608      2.751250   2480       0.387500  
800        7          8          25213      3.939531   3638       0.568438  
800        7          12         19509      3.048281   2770       0.432813  
800        7          19         20896      3.265000   2992       0.467500  
800        7          10         24224      3.785000   3492       0.545625  
800        7          15         17652      2.758125   2488       0.388750  
800        7          16         20842      3.256563   2980       0.465625  
800        7          15         22325      3.488281   3206       0.500938  
800        7          21         22167      3.463594   3190       0.498438  
800        7          12         25164      3.931875   3640       0.568750  
800        7          14         26370      4.120313   3828       0.598125  
800        7          13         21828      3.410625   3128       0.488750  
800        7          12         20158      3.149688   2868       0.448125  
800        7          16         22077      3.449531   3170       0.495313  
800        7          13         18721      2.925156   2650       0.414063  
800        7          12         19847      3.101094   2822       0.440938  
800        7          12         20380      3.184375   2904       0.453750  
800        7          10         18095      2.827344   2550       0.398438  
800        7          13         20515      3.205469   2926       0.457188  
800        7          12         19912      3.111250   2832       0.442500  
800        7          12         23734      3.708438   3420       0.534375  
800        7          17         23284      3.638125   3356       0.524375  
800        7          20         21902      3.422188   3148       0.491875  
800        7          18         24101      3.765781   3482       0.544063  
800        7          12         17286      2.700938   2428       0.379375  
800        7          7          19403      3.031719   2744       0.428750  
800        7          11         20212      3.158125   2876       0.449375  
800        7          12         19093      2.983281   2706       0.422813  
800        7          18         23660      3.696875   3416       0.533750  
800        7          13         21204      3.313125   3032       0.473750  
800        7          11         19634      3.067813   2788       0.435625  
800        7          12         19119      2.987344   2710       0.423438  
800        7          19         21156      3.305625   3032       0.473750  
800        7          19         21975      3.433594   3158       0.493438  
800        7          19         20454      3.195938   2924       0.456875  
800        7          16         25376      3.965000   3650       0.570313  
800        7          19         21871      3.417344   3142       0.490938  
800        7          15         20083      3.137969   2862       0.447188  
800        7          18         20020      3.128125   2856       0.446250  
800        7          12         21036      3.286875   3004       0.469375  
800        7          13         19583      3.059844   2782       0.434688  
800        7          11         20901      3.265781   2982       0.465938  
800        7          15         25978      4.059063   3768       0.588750  
800        7          15         22605      3.532031   3250       0.507813  
800        7          14         19857      3.102656   2826       0.441563  
800        7          19         21065      3.291406   3018       0.471563  
800        7          13         18786      2.935313   2660       0.415625  
800        7          12         24208      3.782500   3492       0.545625  
800        7          11         18815      2.939844   2662       0.415938  
800        7          8          23129      3.613906   3322       0.519063  
800        7          14         24654      3.852188   3564       0.556875  
800        7          20         24905      3.891406   3610       0.564063  
800        7          22         21145      3.303906   3034       0.474063  
800        7          12         21095      3.296094   3014       0.470938  
800        7          15         22696      3.546250   3264       0.510000  
800        7          15         20304      3.172500   2896       0.452500  
800        7          14         25629      4.004531   3714       0.580313  
800        7          20         21367      3.338594   3062       0.478438  
800        7          17         21770      3.401563   3124       0.488125  
800        7          23         23425      3.660156   3386       0.529063  
800        7          13         22517      3.518281   3234       0.505313  
800        7          14         21144      3.303750   3024       0.472500  
800        7          13         19280      3.012500   2736       0.427500  
800        7          13         24629      3.848281   3558       0.555938  
800        7          7          20615      3.221094   2934       0.458438  
800        7          14         18817      2.940156   2666       0.416563  
800        7          10         21064      3.291250   3004       0.469375  
800        7          16         19867      3.104219   2830       0.442188  
800        7          9          25363      3.962969   3666       0.572813  
800        7          10         19551      3.054844   2774       0.433438  
800        7          12         24357      3.805781   3514       0.549063  
800        7          9          18038      2.818438   2540       0.396875  
800        7          15         19498      3.046563   2772       0.433125  
800        7          10         19720      3.081250   2800       0.437500  
800        7          11         22272      3.480000   3192       0.498750  
800        7          10         22125      3.457031   3170       0.495313  
800        7          10         20643      3.225469   2942       0.459688  
800        7          20         20550      3.210938   2940       0.459375  
800        7          16         18892      2.951875   2680       0.418750  
800        7          14         22197      3.468281   3186       0.497813  
800        7          19         22317      3.487031   3210       0.501563  
800        7          9          20846      3.257188   2972       0.464375  
800        7          13         22361      3.493906   3210       0.501563  
800        7          14         21508      3.360625   3080       0.481250  
800        7          16         26021      4.065781   3774       0.589688  
800        7          10         22216      3.471250   3184       0.497500  
800        7          17         21614      3.377188   3100       0.484375  
800        7          7          20521      3.206406   2904       0.453750  
800        7          18         24362      3.806563   3524       0.550625  
800        9          13         29724      3.715500   3324       0.415500  
800        9          22         28835      3.604375   3230       0.403750  
800        9          19         24819      3.102375   2754       0.344250  
800        9          15         26389      3.298625   2934       0.366750  
800        9          14         27810      3.476250   3100       0.387500  
800        9          15         20167      2.520875   2202       0.275250  
800        9          19         26484      3.310500   2948       0.368500  
800        9          19         26060      3.257500   2900       0.362500  
800        9          20         22242      2.780250   2452       0.306500  
800        9          11         24627      3.078375   2722       0.340250  
800        9          14         25889      3.236125   2874       0.359250  
800        9          17         27219      3.402375   3034       0.379250  
800        9          14         27657      3.457125   3082       0.385250  
800        9          15         26627      3.328375   2962       0.370250  
800        9          14         24376      3.047000   2696       0.337000  
800        9          20         30623      3.827875   3438       0.429750  
800        9          13         24811      3.101375   2746       0.343250  
800        9          17         27950      3.493750   3120       0.390000  
800        9          14         32119      4.014875   3606       0.450750  
800        9          13         19354      2.419250   2104       0.263000  
800        9          15         23618      2.952250   2608       0.326000  
800        9          18         30405      3.800625   3410       0.426250  
800        9          11         21788      2.723500   2388       0.298500  
800        9          14         28311      3.538875   3158       0.394750  
800        9          13         23876      2.984500   2636       0.329500  
800        9          18         27600      3.450000   3080       0.385000  
800        9          21         29542      3.692750   3312       0.414000  
800        9          22         26166      3.270750   2916       0.364500  
800        9          13         27684      3.460500   3084       0.385500  
800        9          10         21917      2.739625   2402       0.300250  
800        9          14         27436      3.429500   3056       0.382000  
800        9          21         29403      3.675375   3290       0.411250  
800        9          21         29491      3.686375   3306       0.413250  
800        9          12         26283      3.285375   2918       0.364750  
800        9          15         25981      3.247625   2886       0.360750  
800        9          18         22840      2.855000   2520       0.315000  
800        9          16         26413      3.301625   2938       0.367250  
800        9          16         22452      2.806500   2472       0.309000  
800        9          17         24329      3.041125   2694       0.336750  
800        9          14         27844      3.480500   3104       0.388000  
800        9          16         27348      3.418500   3048       0.381000  
800        9          13         24080      3.010000   2660       0.332500  
800        9          13         29911      3.738875   3346       0.418250  
800        9          12         26538      3.317250   2948       0.368500  
800        9          14         29119      3.639875   3254       0.406750  
800        9          21         27740      3.467500   3100       0.387500  
800        9          22         29923      3.740375   3358       0.419750  
800        9          11         24083      3.010375   2658       0.332250  
800        9          16         24747      3.093375   2742       0.342750  
800        9          18         24115      3.014375   2670       0.333750  
800        9          20         31439      3.929875   3534       0.441750  
800        9          14         23645      2.955625   2610       0.326250  
800        9          20         25115      3.139375   2790       0.348750  
800        9          19         26060      3.257500   2900       0.362500  
800        9          17         29259      3.657375   3274       0.409250  
800        9          19         25312      3.164000   2812       0.351500  
800        9          20         28039      3.504875   3134       0.391750  
800        9          15         27919      3.489875   3114       0.389250  
800        9          23         31596      3.949500   3556       0.444500  
800        9          17         22170      2.771250   2440       0.305000  
800        9          13         22397      2.799625   2462       0.307750  
800        9          14         27682      3.460250   3084       0.385500  
800        9          15         24961      3.120125   2766       0.345750  
800        9          13         26324      3.290500   2924       0.365500  
800        9          16         24849      3.106125   2754       0.344250  
800        9          13         22074      2.759250   2424       0.303000  
800        9          16         22843      2.855375   2518       0.314750  
800        9          21         32194      4.024250   3624       0.453000  
800        9          21         23626      2.953250   2616       0.327000  
800        9          17         29123      3.640375   3258       0.407250  
800        9          18         24395      3.049375   2702       0.337750  
800        9          13         26154      3.269250   2904       0.363000  
800        9          15         28616      3.577000   3196       0.399500  
800        9          15         28531      3.566375   3186       0.398250  
800        9          11         26803      3.350375   2978       0.372250  
800        9          13         25712      3.214000   2852       0.356500  
800        9          10         24739      3.092375   2734       0.341750  
800        9          13         26001      3.250125   2886       0.360750  
800        9          14         28286      3.535750   3156       0.394500  
800        9          15         21986      2.748250   2416       0.302000  
800        9          14         23322      2.915250   2572       0.321500  
800        9          16         27858      3.482250   3108       0.388500  
800        9          19         24360      3.045000   2700       0.337500  
800        9          11         30356      3.794500   3396       0.424500  
800        9          16         28487      3.560875   3182       0.397750  
800        9          17         28553      3.569125   3190       0.398750  
800        9          17         24210      3.026250   2680       0.335000  
800        9          11         21193      2.649125   2318       0.289750  
800        9          14         23594      2.949250   2604       0.325500  
800        9          16         23642      2.955250   2612       0.326500  
800        9          17         28205      3.525625   3150       0.393750  
800        9          10         26269      3.283625   2914       0.364250  
800        9          16         25342      3.167750   2812       0.351500  
800        9          21         25904      3.238000   2884       0.360500  
800        9          11         23403      2.925375   2578       0.322250  
800        9          14         37649      4.706125   4250       0.531250  
800        9          14         24563      3.070375   2718       0.339750  
800        9          17         27032      3.379000   3012       0.376500  
800        9          17         30313      3.789125   3398       0.424750  
800        9          16         28419      3.552375   3174       0.396750  
800        11         15         26809      2.792604   2418       0.251875  
800        11         18         29272      3.049167   2656       0.276667  
800        11         15         29770      3.101042   2700       0.281250  
800        11         22         30169      3.142604   2746       0.286042  
800        11         15         23806      2.479792   2132       0.222083  
800        11         21         26716      2.782917   2416       0.251667  
800        11         20         31432      3.274167   2864       0.298333  
800        11         16         33559      3.495729   3062       0.318958  
800        11         9          24907      2.594479   2230       0.232292  
800        11         19         29890      3.113542   2716       0.282917  
800        11         17         27247      2.838229   2462       0.256458  
800        11         14         30118      3.137292   2732       0.284583  
800        11         23         33643      3.504479   3078       0.320625  
800        11         16         24886      2.592292   2236       0.232917  
800        11         15         36763      3.829479   3366       0.350625  
800        11         26         38983      4.060729   3590       0.373958  
800        11         19         28462      2.964792   2580       0.268750  
800        11         16         38998      4.062292   3580       0.372917  
800        11         22         29539      3.076979   2686       0.279792  
800        11         20         34351      3.578229   3142       0.327292  
800        11         18         26857      2.797604   2426       0.252708  
800        11         21         28438      2.962292   2580       0.268750  
800        11         11         25030      2.607292   2244       0.233750  
800        11         19         30352      3.161667   2760       0.287500  
800        11         15         31366      3.267292   2852       0.297083  
800        11         23         31564      3.287917   2880       0.300000  
