N          d          numCycles  lookedAt   ratio      traversed  ratio     
25600      3          11         414729     4.050088   143744     1.403750  
25600      3          12         462272     4.514375   151932     1.483711  
25600      3          8          463817     4.529463   160658     1.568926  
25600      3          14         417674     4.078848   146118     1.426934  
25600      3          10         461542     4.507246   159404     1.556680  
25600      3          14         417003     4.072295   143724     1.403555  
25600      3          7          457902     4.471699   153656     1.500547  
25600      3          17         455774     4.450918   159850     1.561035  
25600      3          12         457329     4.466104   156972     1.532930  
25600      3          10         430605     4.205127   149088     1.455938  
25600      3          13         509741     4.977939   178054     1.738809  
25600      3          14         409556     3.999570   141960     1.386328  
25600      3          8          489195     4.777295   170896     1.668906  
25600      3          12         438365     4.280908   153428     1.498320  
25600      3          17         448976     4.384531   158418     1.547051  
25600      3          15         465545     4.546338   165090     1.612207  
25600      3          13         413585     4.038916   144054     1.406777  
25600      3          13         442392     4.320234   154938     1.513066  
25600      3          13         479845     4.685986   168870     1.649121  
25600      3          15         416342     4.065840   145468     1.420586  
25600      3          13         490490     4.789941   161880     1.580859  
25600      3          21         387293     3.782158   134352     1.312031  
25600      3          11         452892     4.422773   156272     1.526094  
25600      3          14         466820     4.558789   163568     1.597344  
25600      3          17         439311     4.290146   154234     1.506191  
25600      3          13         538935     5.263037   169944     1.659609  
25600      3          15         425067     4.151045   147254     1.438027  
25600      3          14         495047     4.834443   172734     1.686855  
25600      3          13         460136     4.493516   154226     1.506113  
25600      3          15         438655     4.283740   152104     1.485391  
25600      3          18         429405     4.193408   150994     1.474551  
25600      3          13         403929     3.944619   139042     1.357832  
25600      3          14         471521     4.604697   163734     1.598965  
25600      3          16         432030     4.219043   151854     1.482949  
25600      3          13         411381     4.017393   139498     1.362285  
25600      3          11         450272     4.397188   158226     1.545176  
25600      3          17         387793     3.787041   134046     1.309043  
25600      3          15         400193     3.908135   138346     1.351035  
25600      3          15         450375     4.398193   153510     1.499121  
25600      3          11         474466     4.633457   165032     1.611641  
25600      3          17         428719     4.186709   150086     1.465684  
25600      3          23         447986     4.374863   158010     1.543066  
25600      3          11         438709     4.284268   151430     1.478809  
25600      3          16         432423     4.222881   151922     1.483613  
25600      3          12         516371     5.042686   177036     1.728867  
25600      3          19         453947     4.433076   160176     1.564219  
25600      3          11         443761     4.333604   152050     1.484863  
25600      3          12         409326     3.997324   140520     1.372266  
25600      3          17         424782     4.148262   147878     1.444121  
25600      3          15         409950     4.003418   142216     1.388828  
25600      3          20         430104     4.200234   150106     1.465879  
25600      3          19         431155     4.210498   151042     1.475020  
25600      3          14         432818     4.226738   150338     1.468145  
25600      3          11         453303     4.426787   156880     1.532031  
25600      3          20         387053     3.779814   133994     1.308535  
25600      3          10         413933     4.042314   141226     1.379160  
25600      3          19         424024     4.140859   148598     1.451152  
25600      3          17         408663     3.990850   142288     1.389531  
25600      3          12         419938     4.100957   144672     1.412813  
25600      3          15         462114     4.512832   162848     1.590313  
25600      3          15         395961     3.866807   137354     1.341348  
25600      3          10         409073     3.994854   141690     1.383691  
25600      3          11         406381     3.968564   139616     1.363438  
25600      3          13         423849     4.139150   147486     1.440293  
25600      3          16         402149     3.927236   139258     1.359941  
25600      3          10         410947     4.013154   138834     1.355801  
25600      3          17         384935     3.759131   132546     1.294395  
25600      3          21         407384     3.978359   142228     1.388945  
25600      3          12         427789     4.177627   147354     1.439004  
25600      3          19         392707     3.835029   135586     1.324082  
25600      3          19         428982     4.189277   150480     1.469531  
25600      5          18         691360     4.501042   142242     0.926055  
25600      5          12         660486     4.300039   135292     0.880807  
25600      5          12         651380     4.240755   133344     0.868125  
25600      5          12         656956     4.277057   133052     0.866224  
25600      5          10         697730     4.542513   143364     0.933359  
25600      5          10         613968     3.997188   124586     0.811107  
25600      5          14         687140     4.473568   141244     0.919557  
25600      5          21         681475     4.436686   140070     0.911914  
25600      5          15         721176     4.695156   148814     0.968841  
25600      5          21         655797     4.269512   134330     0.874544  
25600      5          15         648820     4.224089   132698     0.863919  
25600      5          14         601386     3.915273   122218     0.795690  
25600      5          15         641867     4.178822   131224     0.854323  
25600      5          18         740207     4.819056   153046     0.996393  
25600      5          13         649182     4.226445   132862     0.864987  
25600      5          12         766693     4.991491   158776     1.033698  
25600      5          17         655601     4.268236   134260     0.874089  
25600      5          17         664558     4.326549   136252     0.887057  
25600      5          14         692543     4.508743   142506     0.927773  
25600      5          19         604979     3.938665   123060     0.801172  
25600      5          14         654669     4.262168   134056     0.872760  
25600      5          18         619007     4.029993   126156     0.821328  
25600      5          19         662623     4.313952   135804     0.884141  
25600      5          7          620383     4.038952   125648     0.818021  
25600      5          18         636891     4.146426   130136     0.847240  
25600      5          20         630754     4.106471   128790     0.838477  
25600      5          15         778358     5.067435   160746     1.046523  
25600      5          19         644085     4.193262   131756     0.857786  
25600      5          14         748868     4.875443   154596     1.006484  
25600      5          14         677895     4.413379   139234     0.906471  
25600      5          18         703277     4.578626   144802     0.942721  
25600      5          14         636804     4.145859   130112     0.847083  
25600      5          9          652313     4.246829   133208     0.867240  
25600      5          18         659618     4.294388   134816     0.877708  
25600      5          18         643245     4.187793   131562     0.856523  
25600      5          12         644867     4.198353   131850     0.858398  
25600      5          9          632392     4.117135   129078     0.840352  
25600      5          7          641779     4.178249   129218     0.841263  
25600      5          16         674386     4.390534   138494     0.901654  
25600      5          11         618120     4.024219   125850     0.819336  
25600      5          20         682743     4.444941   140360     0.913802  
25600      5          22         651882     4.244023   133508     0.869193  
25600      5          15         675767     4.399525   138788     0.903568  
25600      5          15         673365     4.383887   138200     0.899740  
25600      5          10         602077     3.919772   122244     0.795859  
25600      5          14         748715     4.874447   154942     1.008737  
25600      5          15         673782     4.386602   138302     0.900404  
25600      5          15         652020     4.244922   133380     0.868359  
25600      5          17         814973     5.305814   168172     1.094870  
25600      5          13         643695     4.190723   131278     0.854674  
25600      5          17         702247     4.571921   144684     0.941953  
25600      5          17         683097     4.447246   139922     0.910951  
25600      5          16         701380     4.566276   144430     0.940299  
25600      5          13         707416     4.605573   145672     0.948385  
25600      5          17         697328     4.539896   143578     0.934753  
25600      5          12         656767     4.275827   134430     0.875195  
25600      5          17         672651     4.379238   137432     0.894740  
25600      5          16         727962     4.739336   150400     0.979167  
25600      5          9          613521     3.994277   124830     0.812695  
25600      5          16         650508     4.235078   133172     0.867005  
25600      5          15         723797     4.712220   149260     0.971745  
25600      5          19         663715     4.321061   135904     0.884792  
25600      5          18         657877     4.283053   134826     0.877773  
25600      5          13         653511     4.254629   133824     0.871250  
25600      5          19         691776     4.503750   142366     0.926862  
25600      5          18         755946     4.921523   156442     1.018503  
25600      5          18         687934     4.478737   141448     0.920885  
25600      5          13         645073     4.199694   131406     0.855508  
25600      5          13         736161     4.792715   152046     0.989883  
25600      5          18         696355     4.533561   143366     0.933372  
25600      5          15         713946     4.648086   147258     0.958711  
25600      5          19         734489     4.781829   151804     0.988307  
25600      5          15         653752     4.256198   133852     0.871432  
25600      5          12         764250     4.975586   158378     1.031107  
25600      5          9          650148     4.232734   132530     0.862826  
25600      5          17         698281     4.546100   143732     0.935755  
25600      5          16         639670     4.164518   130734     0.851133  
25600      5          20         760287     4.949785   157520     1.025521  
25600      5          19         711356     4.631224   146718     0.955195  
25600      5          13         641459     4.176165   131084     0.853411  
25600      5          7          637834     4.152565   130168     0.847448  
25600      5          16         668056     4.349323   137092     0.892526  
25600      5          11         657012     4.277422   134524     0.875807  
25600      5          18         639506     4.163451   130744     0.851198  
25600      5          15         731517     4.762480   151106     0.983763  
25600      5          21         683718     4.451289   140568     0.915156  
25600      5          15         746526     4.860195   154496     1.005833  
25600      5          13         627155     4.083040   127878     0.832539  
25600      5          15         786845     5.122689   163412     1.063880  
25600      5          18         676774     4.406081   139026     0.905117  
25600      5          15         632641     4.118757   129180     0.841016  
25600      5          13         670747     4.366842   137612     0.895911  
25600      5          16         698584     4.548073   143662     0.935299  
25600      5          10         716545     4.665007   147788     0.962161  
25600      5          14         706219     4.597780   145544     0.947552  
25600      5          24         773592     5.036406   160520     1.045052  
25600      5          13         680905     4.432975   139920     0.910938  
25600      5          23         683404     4.449245   140508     0.914766  
25600      5          12         730950     4.758789   150824     0.981927  
25600      5          19         635380     4.136589   129830     0.845247  
25600      7          17         956082     4.668369   139232     0.679844  
25600      7          12         937951     4.579839   136408     0.666055  
25600      7          27         1099523    5.368765   161310     0.787646  
25600      7          18         887312     4.332578   128652     0.628184  
25600      7          20         1013150    4.947021   148016     0.722734  
25600      7          21         990505     4.836450   144526     0.705693  
25600      7          20         1018243    4.971890   148796     0.726543  
25600      7          17         1011608    4.939492   147684     0.721113  
25600      7          16         890483     4.348062   129138     0.630557  
25600      7          20         903535     4.411792   131152     0.640391  
25600      7          15         954056     4.658477   138916     0.678301  
25600      7          21         1074711    5.247612   157480     0.768945  
25600      7          21         1004597    4.905259   146696     0.716289  
25600      7          20         1101133    5.376626   161550     0.788818  
25600      7          14         1044497    5.100083   152828     0.746230  
25600      7          14         837103     4.087417   120584     0.588789  
25600      7          17         999771     4.881694   145954     0.712666  
25600      7          17         1041698    5.086416   152404     0.744160  
25600      7          17         980854     4.789326   143044     0.698457  
25600      7          17         898298     4.386221   130334     0.636396  
25600      7          7          752569     3.674653   107814     0.526436  
25600      7          21         1009110    4.927295   147360     0.719531  
25600      7          27         901717     4.402915   130882     0.639072  
25600      7          14         976877     4.769907   142422     0.695420  
25600      7          20         1031005    5.034204   150762     0.736143  
25600      7          18         847209     4.136763   122468     0.597988  
25600      7          15         924653     4.514907   134386     0.656182  
25600      7          17         942065     4.599927   137064     0.669258  
25600      7          27         1110223    5.421011   162936     0.795586  
25600      7          14         742082     3.623447   105988     0.517520  
25600      7          13         922430     4.504053   134024     0.654414  
25600      7          23         889402     4.342783   128976     0.629766  
25600      7          24         953223     4.654409   138794     0.677705  
25600      7          10         957071     4.673198   139284     0.680098  
25600      7          19         891567     4.353354   129282     0.631260  
25600      7          14         972930     4.750635   141820     0.692480  
25600      7          15         887211     4.332085   128634     0.628096  
25600      7          18         887573     4.333853   128686     0.628350  
25600      7          14         972585     4.748950   141746     0.692119  
25600      7          14         909307     4.439976   131920     0.644141  
25600      7          20         945043     4.614468   137500     0.671387  
25600      7          15         1036833    5.062661   151642     0.740439  
25600      7          25         965799     4.715815   140738     0.687197  
25600      7          15         1090451    5.324468   159890     0.780713  
25600      7          14         1033742    5.047568   151008     0.737344  
25600      7          17         1096277    5.352915   160774     0.785029  
25600      7          22         939899     4.589351   136750     0.667725  
25600      7          21         933567     4.558433   135774     0.662959  
25600      7          15         927703     4.529800   134828     0.658340  
25600      7          15         904073     4.414419   131224     0.640742  
25600      7          16         832956     4.067168   120288     0.587344  
25600      7          16         1012703    4.944839   147856     0.721953  
25600      7          17         993326     4.850225   144962     0.707822  
25600      7          9          919350     4.489014   133540     0.652051  
25600      7          22         1009014    4.926826   147382     0.719639  
25600      7          20         852415     4.162183   123286     0.601982  
25600      7          18         857299     4.186030   124034     0.605635  
25600      7          20         1057268    5.162441   154786     0.755791  
25600      7          18         997310     4.869678   145574     0.710811  
25600      7          12         1074671    5.247417   157448     0.768789  
25600      7          16         993174     4.849482   144906     0.707549  
25600      7          20         964285     4.708423   140470     0.685889  
25600      7          19         965391     4.713823   140668     0.686855  
25600      7          15         1006609    4.915083   147000     0.717773  
25600      7          15         1110432    5.422031   162938     0.795596  
25600      7          25         926583     4.524331   134702     0.657725  
25600      7          17         840749     4.105220   121472     0.593125  
25600      7          16         934018     4.560635   135834     0.663252  
25600      7          13         1026288    5.011172   149988     0.732363  
25600      7          21         992286     4.845146   144794     0.707002  
25600      7          19         1023549    4.997798   149570     0.730322  
25600      7          20         889417     4.342856   128976     0.629766  
25600      7          15         957988     4.677676   139518     0.681240  
25600      7          17         941367     4.596519   136956     0.668730  
25600      7          19         972686     4.749443   141786     0.692314  
25600      7          17         960901     4.691899   139954     0.683369  
25600      7          13         912285     4.454517   132482     0.646885  
25600      7          19         1075097    5.249497   157538     0.769229  
25600      7          21         970888     4.740664   141458     0.690713  
25600      7          17         813218     3.970791   117202     0.572275  
25600      7          21         924670     4.514990   134404     0.656270  
25600      7          23         977422     4.772568   142524     0.695918  
25600      7          17         906124     4.424434   131542     0.642295  
25600      7          20         1100811    5.375054   161500     0.788574  
25600      7          21         1157114    5.649971   170110     0.830615  
25600      7          13         986535     4.817065   143898     0.702627  
25600      7          17         911532     4.450840   132362     0.646299  
25600      7          12         977946     4.775127   142586     0.696221  
25600      7          22         939457     4.587192   136682     0.667393  
25600      7          19         970055     4.736597   141380     0.690332  
25600      7          22         1030840    5.033398   150736     0.736016  
25600      7          19         1059524    5.173457   155086     0.757256  
25600      7          17         971596     4.744121   141616     0.691484  
25600      7          16         872043     4.258022   126294     0.616670  
25600      7          25         961976     4.697148   140144     0.684297  
25600      7          17         929361     4.537896   135112     0.659727  
25600      7          15         876541     4.279985   126994     0.620088  
25600      7          17         871596     4.255840   126234     0.616377  
25600      7          19         997729     4.871724   145638     0.711123  
25600      7          11         889203     4.341812   128920     0.629492  
25600      9          24         1303397    5.091395   147342     0.575555  
25600      9          22         1170887    4.573777   131752     0.514656  
25600      9          13         1038840    4.057969   116202     0.453914  
25600      9          24         1109074    4.332320   124484     0.486266  
25600      9          21         1257667    4.912762   141962     0.554539  
25600      9          22         1210903    4.730090   136460     0.533047  
25600      9          24         1305356    5.099047   147576     0.576469  
25600      9          15         1211728    4.733313   136524     0.533297  
25600      9          22         1128542    4.408367   126772     0.495203  
25600      9          19         1348242    5.266570   152604     0.596109  
25600      9          20         1131809    4.421129   127154     0.496695  
25600      9          14         1031897    4.030848   115382     0.450711  
25600      9          30         1214584    4.744469   136904     0.534781  
25600      9          17         1195300    4.669141   134620     0.525859  
25600      9          23         1122769    4.385816   126094     0.492555  
25600      9          19         1113697    4.350379   125022     0.488367  
25600      9          25         1163430    4.544648   130880     0.511250  
25600      9          18         1220003    4.765637   137518     0.537180  
25600      9          20         1232814    4.815680   139030     0.543086  
25600      9          12         1309996    5.117172   148076     0.578422  
25600      9          17         1219814    4.764898   137504     0.537125  
25600      9          21         1272276    4.969828   143680     0.561250  
25600      9          22         1418302    5.540242   160856     0.628344  
25600      9          19         1374414    5.368805   155582     0.607742  
25600      9          20         1233423    4.818059   139102     0.543367  
25600      9          10         1255860    4.905703   141732     0.553641  
25600      9          13         999570     3.904570   111580     0.435859  
25600      9          18         1341151    5.238871   151774     0.592867  
25600      9          24         1377589    5.381207   156074     0.609664  
25600      9          14         921282     3.598758   102352     0.399813  
25600      9          18         1214194    4.742945   136844     0.534547  
25600      9          21         1104667    4.315105   123962     0.484227  
25600      9          11         1000112    3.906688   111630     0.436055  
25600      9          22         1248494    4.876930   140884     0.550328  
25600      9          18         1125775    4.397559   126420     0.493828  
25600      9          16         1349397    5.271082   152714     0.596539  
25600      9          25         1164450    4.548633   131000     0.511719  
25600      9          23         1280410    5.001602   144640     0.565000  
25600      9          32         1182230    4.618086   133100     0.519922  
25600      9          16         1385393    5.411691   156982     0.613211  
25600      9          19         1325293    5.176926   149914     0.585602  
25600      9          17         1152198    4.500773   129548     0.506047  
25600      9          17         1248465    4.876816   140874     0.550289  
25600      9          11         876599     3.424215   96856      0.378344  
25600      9          21         1104990    4.316367   124000     0.484375  
25600      9          18         1152947    4.503699   129638     0.506398  
25600      9          18         1045837    4.085301   117022     0.457117  
25600      9          16         1061628    4.146984   118886     0.464398  
25600      9          17         1272459    4.970543   143672     0.561219  
25600      9          19         1107932    4.327859   124332     0.485672  
25600      9          19         1231142    4.809148   138824     0.542281  
25600      9          14         1029053    4.019738   115058     0.449445  
25600      9          27         1220581    4.767895   137606     0.537523  
25600      9          23         1143254    4.465836   128504     0.501969  
25600      9          22         1124921    4.394223   126346     0.493539  
25600      9          22         1199491    4.685512   135118     0.527805  
25600      9          16         1286073    5.023723   145298     0.567570  
25600      9          22         1268153    4.953723   143182     0.559305  
25600      9          26         1393667    5.444012   157966     0.617055  
25600      9          23         1281447    5.005652   144762     0.565477  
25600      9          26         1364945    5.331816   154588     0.603859  
25600      9          25         1233736    4.819281   139150     0.543555  
25600      9          22         1134849    4.433004   127514     0.498102  
25600      9          20         1264511    4.939496   142766     0.557680  
25600      9          18         1174907    4.589480   132222     0.516492  
25600      9          24         1132687    4.424559   127262     0.497117  
25600      9          21         1421615    5.553184   161244     0.629859  
25600      9          21         1094603    4.275793   122778     0.479602  
25600      9          22         1364162    5.328758   154492     0.603484  
25600      9          20         1190748    4.651359   134088     0.523781  
25600      9          21         1060466    4.142445   118760     0.463906  
25600      9          21         1076395    4.204668   120632     0.471219  
25600      9          26         1180207    4.610184   132838     0.518898  
25600      9          24         1077385    4.208535   120754     0.471695  
25600      9          16         1135535    4.435684   127586     0.498383  
25600      9          19         1127098    4.402727   126580     0.494453  
25600      9          13         1198363    4.681105   134972     0.527234  
25600      9          17         1226146    4.789633   138248     0.540031  
25600      9          25         1220108    4.766047   137548     0.537297  
25600      9          16         1482726    5.791898   168432     0.657938  
25600      9          32         1271820    4.968047   143640     0.561094  
25600      9          22         1376521    5.377035   155946     0.609164  
25600      9          18         1238453    4.837707   139698     0.545695  
25600      9          12         1147210    4.481289   128934     0.503648  
25600      9          30         1147556    4.482641   129012     0.503953  
25600      9          19         1213553    4.740441   136766     0.534242  
25600      9          22         1209037    4.722801   136242     0.532195  
25600      9          14         1247129    4.871598   140714     0.549664  
25600      9          16         1127992    4.406219   126698     0.494914  
25600      9          18         1105132    4.316922   124008     0.484406  
25600      9          21         1242515    4.853574   140174     0.547555  
25600      9          19         1314237    5.133738   148612     0.580516  
25600      9          15         1156825    4.518848   130086     0.508148  
25600      9          27         1213373    4.739738   136758     0.534211  
25600      9          21         1052409    4.110973   117814     0.460211  
25600      9          23         1216677    4.752645   137142     0.535711  
25600      9          18         1194432    4.665750   134470     0.525273  
25600      9          24         1286758    5.026398   145388     0.567922  
25600      9          23         1152304    4.501188   129568     0.506125  
25600      9          21         1146674    4.479195   128904     0.503531  
25600      11         29         1621925    5.279704   149626     0.487064  
25600      11         24         1373901    4.472334   125998     0.410150  
25600      11         17         1312696    4.273099   120160     0.391146  
25600      11         18         1274528    4.148854   116528     0.379323  
25600      11         18         1273971    4.147041   116474     0.379147  
25600      11         16         1392866    4.534069   127796     0.416003  
25600      11         20         1482950    4.827311   136380     0.443945  
25600      11         18         1256289    4.089482   114790     0.373665  
25600      11         17         1452158    4.727077   133444     0.434388  
25600      11         18         1580393    5.144508   145658     0.474147  
25600      11         25         1396223    4.544997   128126     0.417077  
25600      11         15         1444580    4.702409   132720     0.432031  
25600      11         22         1258835    4.097770   115038     0.374473  
25600      11         26         1290686    4.201452   118076     0.384362  
25600      11         26         1569398    5.108717   144620     0.470768  
25600      11         25         1329715    4.328499   121790     0.396452  
25600      11         22         1284917    4.182673   117522     0.382559  
25600      11         21         1533380    4.991471   141184     0.459583  
25600      11         20         1445738    4.706178   132836     0.432409  
25600      11         25         1438580    4.682878   132160     0.430208  
25600      11         21         1354995    4.410791   124194     0.404277  
25600      11         22         1363709    4.439157   125026     0.406986  
25600      11         22         1410161    4.590368   129450     0.421387  
25600      11         27         1582847    5.152497   145902     0.474941  
25600      11         20         1506491    4.903942   138622     0.451243  
25600      11         25         1509161    4.912633   138882     0.452090  
25600      11         21         1505122    4.899486   138492     0.450820  
25600      11         16         1444610    4.702507   132724     0.432044  
25600      11         26         1841558    5.994655   170540     0.555143  
25600      11         20         1373960    4.472526   126000     0.410156  
25600      11         26         1336739    4.351364   122462     0.398639  
25600      11         25         1483780    4.830013   136464     0.444219  
25600      11         17         1290836    4.201940   118080     0.384375  
25600      11         17         1423367    4.633356   130702     0.425462  
25600      11         24         1422443    4.630348   130622     0.425202  
25600      11         18         1538382    5.007754   141656     0.461120  
25600      11         29         1358165    4.421110   124506     0.405293  
25600      11         27         1339940    4.361784   122768     0.399635  
25600      11         14         1665700    5.422201   153776     0.500573  
25600      11         16         1402715    4.566130   128734     0.419056  
25600      11         23         1324826    4.312585   121324     0.394935  
25600      11         20         1333997    4.342438   122194     0.397767  
25600      11         22         1482338    4.825319   136324     0.443763  
25600      11         20         1432517    4.663141   131574     0.428301  
25600      11         24         1511357    4.919782   139090     0.452767  
25600      11         26         1365488    4.444948   125200     0.407552  
25600      11         19         1455305    4.737321   133746     0.435371  
25600      11         28         1464584    4.767526   134640     0.438281  
25600      11         27         1537382    5.004499   141572     0.460846  
25600      11         19         1432726    4.663822   131594     0.428366  
25600      11         26         1364900    4.443034   125144     0.407370  
25600      11         26         1351418    4.399147   123860     0.403190  
25600      11         18         1342912    4.371458   123040     0.400521  
25600      11         18         1493663    4.862184   137398     0.447259  
25600      11         23         1407209    4.580758   129170     0.420475  
25600      11         21         1288205    4.193376   117834     0.383574  
25600      11         30         1460948    4.755690   134296     0.437161  
25600      11         19         1737755    5.656755   160646     0.522936  
25600      11         16         1323428    4.308034   121180     0.394466  
25600      11         18         1316422    4.285228   120516     0.392305  
25600      11         19         1343165    4.372282   123066     0.400605  
25600      11         18         1247186    4.059850   113924     0.370846  
25600      11         22         1601428    5.212982   147664     0.480677  
25600      11         27         1324589    4.311813   121306     0.394876  
25600      11         27         1342082    4.368757   122972     0.400299  
25600      11         25         1393430    4.535905   127860     0.416211  
25600      11         15         1189934    3.873483   108468     0.353086  
25600      11         23         1541504    5.017917   141960     0.462109  
25600      11         23         1516167    4.935439   139546     0.454251  
25600      11         17         1312160    4.271354   120108     0.390977  
25600      11         20         1570940    5.113737   144760     0.471224  
25600      11         20         1281127    4.170335   117158     0.381374  
25600      11         21         1324661    4.312048   121306     0.394876  
25600      11         23         1449377    4.718024   133186     0.433548  
25600      11         15         1629014    5.302780   150246     0.489082  
25600      11         26         1502954    4.892428   138292     0.450169  
25600      11         17         1414946    4.605944   129900     0.422852  
25600      11         26         1466981    4.775329   134866     0.439017  
25600      11         16         1244123    4.049880   113630     0.369889  
25600      11         20         1393404    4.535820   127848     0.416172  
25600      11         20         1506785    4.904899   138650     0.451335  
25600      11         18         1431030    4.658301   131432     0.427839  
25600      11         27         1485260    4.834831   136608     0.444688  
25600      11         21         1408535    4.585075   129294     0.420879  
25600      11         31         1294259    4.213083   118422     0.385488  
25600      11         23         1475678    4.803639   135688     0.441693  
25600      11         24         1512501    4.923506   139198     0.453118  
25600      11         20         1256633    4.090602   114826     0.373783  
25600      11         27         1624889    5.289352   149906     0.487975  
25600      11         18         1271588    4.139284   116248     0.378411  
25600      11         31         1495271    4.867419   137566     0.447806  
25600      11         22         1371227    4.463630   125742     0.409316  
25600      11         23         1340618    4.363991   122828     0.399831  
25600      11         26         1391633    4.530055   127690     0.415658  
25600      11         13         1309245    4.261865   119828     0.390065  
25600      11         28         1565531    5.096130   144254     0.469577  
25600      11         23         1590812    5.178424   146656     0.477396  
25600      11         26         1422608    4.630885   130640     0.425260  
25600      11         21         1448729    4.715915   133122     0.433340  
25600      11         26         1221375    3.975830   111474     0.362871  
25600      13         26         1703561    4.753239   132218     0.368912  
25600      13         20         1519395    4.239383   117478     0.327785  
25600      13         23         1554203    4.336504   120266     0.335564  
25600      13         24         1555864    4.341138   120400     0.335938  
25600      13         26         1725461    4.814344   133970     0.373800  
25600      13         31         1612591    4.499417   124946     0.348622  
25600      13         28         1601408    4.468214   124048     0.346116  
25600      13         31         1633991    4.559127   126658     0.353398  
25600      13         31         1556841    4.343864   120486     0.336177  
25600      13         22         1816817    5.069244   141274     0.394180  
25600      13         20         1488970    4.154492   115044     0.320993  
25600      13         29         1568694    4.376936   121432     0.338817  
25600      13         30         1572355    4.387151   121726     0.339637  
25600      13         20         1688245    4.710505   130986     0.365474  
25600      13         30         1497005    4.176911   115698     0.322818  
25600      13         18         1299398    3.625552   99876      0.278672  
25600      13         29         1807119    5.042185   140506     0.392037  
25600      13         23         1532778    4.276724   118552     0.330781  
25600      13         29         1649319    4.601895   127882     0.356814  
25600      13         24         1576139    4.397709   122022     0.340463  
25600      13         24         1605739    4.480299   124390     0.347070  
25600      13         20         1286970    3.590876   98884      0.275904  
25600      13         20         1588495    4.432185   123006     0.343209  
25600      13         19         1439534    4.016557   111088     0.309955  
25600      13         23         1209915    3.375879   92722      0.258711  
25600      13         25         1754300    4.894810   136276     0.380234  
25600      13         32         1546627    4.315366   119670     0.333901  
25600      13         22         1546692    4.315547   119664     0.333884  
25600      13         27         1653347    4.613133   128202     0.357706  
25600      13         31         1433716    4.000324   110636     0.308694  
25600      13         29         1554669    4.337804   120310     0.335686  
25600      13         22         1824314    5.090162   141872     0.395848  
25600      13         21         1679106    4.685006   130256     0.363438  
25600      13         23         1896603    5.291861   147658     0.411992  
25600      13         19         1689059    4.712776   131050     0.365653  
25600      13         20         1332145    3.716922   102498     0.285988  
25600      13         22         1600817    4.466565   123994     0.345965  
25600      13         22         1408692    3.930502   108624     0.303080  
25600      13         28         1661383    4.635555   128846     0.359503  
25600      13         23         1406753    3.925092   108470     0.302651  
25600      13         18         1648098    4.598488   127772     0.356507  
25600      13         29         1603769    4.474802   124238     0.346646  
25600      13         38         1622168    4.526138   125720     0.350781  
25600      13         25         1676250    4.677037   130032     0.362813  
25600      13         27         1762522    4.917751   136936     0.382076  
25600      13         31         1433816    4.000603   110644     0.308717  
25600      13         25         1623375    4.529506   125802     0.351010  
25600      13         24         1721386    4.802974   133636     0.372868  
25600      13         20         1462345    4.080204   112914     0.315050  
25600      13         22         1462204    4.079810   112904     0.315022  
25600      13         21         1649706    4.602974   127904     0.356875  
25600      13         27         1423047    3.970555   109778     0.306300  
25600      13         23         1650453    4.605059   127966     0.357048  
25600      13         24         1509201    4.210940   116666     0.325519  
25600      13         26         1810186    5.050742   140748     0.392712  
25600      13         22         1531642    4.273555   118460     0.330525  
25600      13         23         1579053    4.405840   122254     0.341110  
25600      13         31         1551991    4.330332   120098     0.335095  
25600      13         23         1539178    4.294581   119064     0.332210  
25600      13         23         1101228    3.072623   84028      0.234453  
25600      13         28         1775683    4.954473   137990     0.385017  
25600      13         26         1537411    4.289651   118926     0.331825  
25600      13         24         1392714    3.885921   107348     0.299520  
25600      13         21         1634831    4.561470   126714     0.353555  
25600      13         31         1514516    4.225770   117100     0.326730  
25600      13         19         1527559    4.262162   118130     0.329604  
25600      13         27         1406347    3.923959   108442     0.302573  
25600      13         30         1657404    4.624453   128528     0.358616  
25600      13         29         1730219    4.827620   134354     0.374872  
25600      13         18         1628273    4.543172   126186     0.352081  
25600      13         26         1882835    5.253446   146558     0.408923  
25600      13         27         1575697    4.396476   121990     0.340374  
25600      13         22         1262942    3.523834   96964      0.270547  
25600      13         22         1558517    4.348541   120610     0.336523  
25600      13         20         1432770    3.997684   110548     0.308449  
25600      13         22         1472442    4.108376   113724     0.317310  
25600      13         26         1746611    4.873357   135662     0.378521  
25600      13         29         1522269    4.247402   117718     0.328454  
25600      13         23         1439103    4.015354   111058     0.309872  
25600      13         22         1410067    3.934339   108734     0.303387  
25600      13         32         1762027    4.916370   136902     0.381981  
25600      13         27         1624197    4.531800   125870     0.351200  
25600      13         23         1728903    4.823948   134242     0.374559  
25600      13         22         1675367    4.674573   129958     0.362606  
25600      13         25         1440300    4.018694   111156     0.310145  
25600      13         22         1766217    4.928061   137226     0.382885  
25600      13         26         1563636    4.362824   121024     0.337679  
25600      13         18         1354823    3.780198   104310     0.291044  
25600      13         25         1471425    4.105539   113646     0.317093  
25600      13         25         1797125    5.014300   139702     0.389794  
25600      13         33         1651938    4.609202   128096     0.357411  
25600      13         19         1456159    4.062944   112418     0.313666  
25600      13         21         1887981    5.267804   146966     0.410061  
25600      13         28         1528783    4.265578   118238     0.329905  
25600      13         17         1172462    3.271378   89720      0.250335  
25600      13         23         1947928    5.435067   151764     0.423449  
25600      13         23         1712878    4.779235   132960     0.370982  
