N          d          No Go Home Go Home   
1600       7          25094      17690     
1600       7          23026      18701     
1600       7          23454      20876     
1600       7          25748      19658     
1600       7          20810      18831     
1600       7          29428      21088     
1600       7          24821      20851     
1600       7          23928      20020     
1600       7          23081      20893     
1600       7          23526      21722     
1600       7          22955      19274     
1600       7          25400      20605     
1600       7          27327      18541     
1600       7          23750      19764     
1600       7          33139      20281     
1600       7          22583      20760     
1600       7          22405      22158     
1600       7          23004      19631     
1600       7          26637      22213     
1600       7          24450      19322     
1600       7          23795      19056     
1600       7          24571      20341     
1600       7          29591      19477     
1600       7          30111      18021     
1600       7          28044      20818     
1600       7          23318      19163     
1600       7          23443      20410     
1600       7          21811      19258     
1600       7          24503      19567     
1600       9          28495      22993     
1600       9          28265      22810     
1600       9          27224      22491     
1600       9          31193      24309     
1600       9          33144      23444     
1600       9          28786      23255     
1600       9          26949      22330     
1600       9          31303      21185     
1600       9          29349      22246     
1600       9          27791      23379     
1600       9          31733      24136     
1600       9          29097      24224     
1600       9          27623      22880     
1600       9          31860      23455     
1600       9          30156      22680     
1600       9          33826      23875     
1600       9          25926      23680     
1600       9          27642      22849     
1600       9          27443      22909     
1600       9          37039      21377     
1600       9          26980      22911     
1600       9          43671      23790     
1600       9          41208      24096     
1600       9          25979      22676     
1600       9          27519      22939     
1600       9          25883      22272     
1600       9          26415      23554     
1600       9          33740      22521     
1600       9          33582      23153     
1600       9          26990      22790     
1600       9          27429      22327     
1600       9          33378      22222     
1600       9          30334      25072     
1600       9          32205      22313     
1600       9          27774      22139     
1600       9          28897      21492     
1600       9          26884      22067     
1600       9          28404      22212     
1600       9          32766      22875     
1600       9          27023      23704     
1600       9          26029      23684     
1600       9          30718      24203     
1600       9          30301      22539     
1600       9          27216      21467     
1600       9          27140      21871     
1600       9          30136      24403     
1600       9          33162      23516     
1600       9          30619      21827     
1600       9          26497      23187     
1600       9          36056      24342     
1600       9          30002      22273     
1600       9          26114      23413     
1600       9          25532      22332     
1600       9          26084      23901     
1600       9          25368      22959     
1600       9          25208      23535     
1600       9          27855      22618     
1600       9          27934      22993     
1600       9          38006      22627     
1600       9          27421      21898     
1600       9          27813      25605     
1600       9          33085      22838     
1600       9          29640      23039     
1600       9          27633      22708     
1600       9          28773      24938     
1600       9          32874      25739     
1600       9          28620      21889     
1600       9          26591      23361     
1600       9          26193      22660     
1600       9          29007      23939     
1600       9          35024      22975     
1600       9          28045      22514     
1600       9          28192      23280     
1600       9          30623      22047     
1600       9          28236      25106     
1600       9          33256      23476     
1600       9          26640      23203     
1600       9          26197      23075     
1600       9          28826      21493     
1600       9          28356      22683     
1600       9          30734      23694     
1600       9          27451      23010     
1600       9          29173      22178     
1600       9          25002      22805     
1600       9          28769      22509     
1600       9          31079      23466     
1600       9          38841      24437     
1600       9          26355      21864     
1600       9          27308      21837     
1600       9          29664      23921     
1600       9          27170      22111     
1600       9          36804      25169     
1600       9          33796      22690     
1600       9          28563      23811     
1600       9          30114      23073     
1600       9          26262      23472     
1600       9          26688      23010     
1600       9          33521      23064     
1600       9          31381      23400     
1600       9          25516      21869     
1600       11         33376      26204     
1600       11         36215      26944     
1600       11         40463      26124     
1600       11         34348      26618     
1600       11         31865      25153     
1600       11         30254      24916     
1600       11         39433      27758     
1600       11         32234      25540     
1600       11         35196      25460     
1600       11         29887      25613     
1600       11         31835      25876     
1600       11         43848      26448     
1600       11         35289      25846     
1600       11         39952      26190     
1600       11         37496      25178     
1600       11         33780      26574     
1600       11         32009      24659     
1600       11         35450      26027     
1600       11         30505      25767     
1600       11         35615      24934     
1600       11         34206      25759     
1600       11         35536      25105     
1600       11         38096      24787     
1600       11         35277      27751     
1600       11         38850      26626     
1600       11         32161      25461     
1600       11         32310      26283     
1600       11         33779      25998     
1600       11         34616      24858     
1600       11         45528      26445     
1600       11         35988      27565     
1600       11         43539      25187     
1600       11         32870      24934     
1600       11         30634      25451     
1600       11         32254      25621     
1600       11         34414      26091     
1600       11         33572      25709     
1600       11         31327      25068     
1600       11         32856      28128     
1600       11         38948      27172     
1600       11         34816      25446     
1600       11         33507      25576     
1600       11         33168      26564     
1600       11         29977      26933     
1600       11         30680      24898     
1600       11         32191      26192     
1600       11         32731      26082     
1600       11         46863      25601     
1600       11         30207      25199     
1600       11         34600      27687     
1600       11         30424      26779     
1600       11         36569      24445     
1600       11         32984      25694     
1600       11         31353      27049     
1600       11         33077      27120     
1600       11         42040      26358     
1600       11         41218      26667     
1600       11         31119      26595     
1600       11         37798      26256     
1600       11         35124      25428     
1600       11         33276      25616     
1600       11         35952      24932     
1600       11         28873      25209     
1600       11         46067      25918     
1600       11         36738      26290     
1600       11         33964      26359     
1600       11         31315      24150     
1600       11         33779      26776     
1600       11         38342      25562     
1600       11         35257      27329     
1600       11         32522      25500     
1600       11         36721      26652     
1600       11         33940      25503     
1600       11         48666      26684     
1600       11         37281      24635     
1600       11         36330      25510     
1600       11         34952      26653     
1600       11         32585      25822     
1600       11         39569      26655     
1600       11         37122      26676     
1600       11         29903      26281     
1600       11         45729      26492     
1600       11         43268      24978     
1600       11         32237      25372     
1600       11         36579      26231     
1600       11         30808      24711     
1600       11         36351      25613     
1600       11         40000      27927     
1600       11         32091      25768     
1600       11         33853      25566     
1600       11         33434      25340     
1600       11         35177      26973     
1600       11         32942      25845     
1600       11         34956      25958     
1600       11         33596      26390     
1600       11         36731      25693     
1600       11         32259      26660     
1600       11         47136      26278     
1600       11         35586      25816     
1600       11         30513      25432     
1600       13         42474      29311     
1600       13         39705      28208     
1600       13         34396      28144     
1600       13         38432      28970     
1600       13         47515      27958     
1600       13         36086      28980     
1600       13         38271      28779     
1600       13         38192      28552     
1600       13         40556      26882     
1600       13         41105      28332     
1600       13         39509      27873     
1600       13         51617      30132     
1600       13         40369      29835     
1600       13         39343      30068     
1600       13         36656      28862     
1600       13         53383      28450     
1600       13         41783      28956     
1600       13         40448      27358     
1600       13         39205      30004     
1600       13         53881      29802     
1600       13         38409      28075     
1600       13         39080      28124     
1600       13         41174      30402     
1600       13         43457      29856     
1600       13         35634      28828     
1600       13         38123      28811     
1600       13         54640      28567     
1600       13         35836      28253     
1600       13         33908      27876     
1600       13         45626      28988     
1600       13         36345      29187     
1600       13         42535      28266     
1600       13         42542      29233     
1600       13         38583      30573     
1600       13         40165      28715     
1600       13         39442      28274     
1600       13         42322      28453     
1600       13         37809      28522     
1600       13         38849      28718     
1600       13         36600      30286     
1600       13         42279      28468     
1600       13         39200      28726     
1600       13         34792      29154     
1600       13         36608      30022     
1600       13         42206      28832     
1600       13         41871      28378     
1600       13         37531      27639     
1600       13         37831      28744     
1600       13         46605      28776     
1600       13         37737      28042     
1600       13         51817      29031     
1600       13         35537      29613     
1600       13         36545      27553     
1600       13         34830      27637     
1600       13         33349      28479     
1600       13         44374      28686     
1600       13         47697      30021     
1600       13         48725      29628     
1600       13         40716      28222     
1600       13         43717      27303     
1600       13         40175      28740     
1600       13         40626      27679     
1600       13         50440      29189     
1600       13         38576      29030     
1600       13         43619      29420     
1600       13         39858      29607     
1600       13         38325      28229     
1600       13         39606      27454     
1600       13         39732      26812     
1600       13         40897      28666     
1600       13         37681      28534     
1600       13         42920      28815     
1600       13         39680      28059     
1600       13         36778      28395     
1600       13         33874      28137     
1600       13         35878      28798     
1600       13         40403      28889     
1600       13         39331      29350     
1600       13         49698      28605     
1600       13         36954      28697     
1600       13         50716      28842     
1600       13         38033      29323     
1600       13         38604      26770     
1600       13         35277      29746     
1600       13         39314      27442     
1600       13         40067      28805     
1600       13         35975      29909     
1600       13         41552      27828     
1600       13         39597      29296     
1600       13         37116      27964     
1600       13         39257      28604     
1600       13         37249      28327     
1600       13         42447      27988     
1600       13         44480      28450     
1600       13         40367      27315     
1600       13         47609      28191     
1600       13         35994      28960     
1600       13         48157      27622     
1600       13         38524      28162     
1600       13         40640      28429     
1600       15         43892      30285     
1600       15         40165      31974     
1600       15         44102      31158     
1600       15         53353      30350     
1600       15         50497      31247     
1600       15         43361      31349     
1600       15         46670      32169     
1600       15         42998      31172     
1600       15         44417      30001     
1600       15         54693      30782     
1600       15         44474      30773     
1600       15         50886      31341     
1600       15         40464      31292     
1600       15         43149      31625     
1600       15         45987      31022     
1600       15         42127      31139     
1600       15         45656      31585     
1600       15         42933      30918     
1600       15         40000      31245     
1600       15         49248      30227     
1600       15         47236      32757     
1600       15         40032      30911     
1600       15         43080      31452     
1600       15         47543      30854     
1600       15         49277      32291     
1600       15         42743      30680     
1600       15         41963      31366     
1600       15         40762      31292     
1600       15         37508      30655     
1600       15         45747      30845     
1600       15         40266      31304     
1600       15         40085      31299     
1600       15         46452      30800     
1600       15         42873      30833     
1600       15         47888      33924     
1600       15         44329      31218     
1600       15         44647      30917     
1600       15         39378      30474     
1600       15         44349      29899     
1600       15         40285      32130     
1600       15         42233      30902     
1600       15         45287      31603     
1600       15         45766      31225     
1600       15         40280      30991     
1600       15         46258      31148     
1600       15         48724      31538     
1600       15         38556      30921     
1600       15         45293      30105     
1600       15         40258      30008     
1600       15         40999      29906     
1600       15         43056      32077     
1600       15         41664      31804     
1600       15         48690      31001     
1600       15         41871      30449     
1600       15         46413      31841     
1600       15         49916      31145     
1600       15         46297      32087     
1600       15         46753      32289     
1600       15         42202      32139     
1600       15         47994      34004     
1600       15         45645      31591     
1600       15         39556      30440     
1600       15         40953      31374     
1600       15         71238      31271     
1600       15         42947      31646     
1600       15         43543      29556     
1600       15         43068      31314     
1600       15         51031      32558     
1600       15         39856      31789     
1600       15         37950      31159     
1600       15         44848      32038     
1600       15         43906      31324     
1600       15         44231      32254     
1600       15         39007      31924     
1600       15         44621      31143     
1600       15         44179      30737     
1600       15         43816      31296     
1600       15         41116      32694     
1600       15         46369      30470     
1600       15         38722      30195     
1600       15         61247      30320     
1600       15         40384      30557     
1600       15         45653      32029     
1600       15         41589      31361     
1600       15         43270      32671     
1600       15         51002      31901     
1600       15         49713      30768     
1600       15         41367      30808     
1600       15         42605      30703     
1600       15         49940      31058     
1600       15         43942      30153     
1600       15         47569      32665     
1600       15         45897      31936     
1600       15         54264      30873     
1600       15         43570      31828     
1600       15         40899      31699     
1600       15         42916      31259     
1600       15         43311      30483     
1600       15         45927      32265     
1600       15         40435      31886     
3200       3          29985      30438     
3200       3          30968      25493     
3200       3          29679      27185     
3200       3          25612      25612     
3200       3          25691      25642     
3200       3          27965      29545     
3200       3          31624      29128     
3200       3          26638      30516     
3200       3          30725      25941     
3200       3          37376      25750     
3200       3          28244      27830     
3200       3          28460      28372     
3200       3          27314      27323     
3200       3          27740      27706     
3200       3          33050      27401     
3200       3          25998      29134     
3200       3          27894      28669     
3200       3          31661      30321     
3200       3          26218      24931     
3200       3          27261      25402     
3200       3          38755      27648     
3200       3          28681      25984     
3200       3          29450      29417     
3200       3          26189      26944     
3200       3          29544      27931     
3200       3          27522      25526     
3200       3          31404      28392     
3200       3          28856      29669     
3200       3          27208      26723     
3200       3          46161      28159     
3200       3          30436      30653     
3200       3          31683      27635     
3200       3          32988      30609     
3200       3          32919      29729     
3200       3          27294      26016     
3200       3          33083      33083     
3200       3          32617      31950     
3200       3          29916      27956     
3200       3          30478      26234     
3200       3          35728      27230     
3200       3          26396      25592     
3200       3          27082      28964     
3200       3          35140      33442     
3200       3          28152      32410     
3200       3          28464      28464     
3200       3          41100      26695     
3200       3          27347      24819     
3200       3          25005      25004     
3200       3          37092      26807     
3200       3          26056      31407     
3200       3          30739      28853     
3200       3          33241      25705     
3200       3          28403      28963     
3200       3          31296      27246     
3200       3          27490      29467     
3200       3          33877      28191     
3200       3          29775      29775     
3200       3          30077      25672     
3200       3          31501      31957     
3200       3          29356      29197     
3200       3          29259      32965     
3200       3          31276      28948     
3200       3          35975      27587     
3200       3          28542      26915     
3200       3          42929      31430     
3200       3          29353      28959     
3200       3          27735      29574     
3200       3          27517      27516     
3200       3          39939      28471     
3200       3          27154      30930     
3200       3          29049      28164     
3200       3          30434      29977     
3200       3          25259      27177     
3200       3          34187      27141     
3200       3          31879      28597     
3200       3          28805      25319     
3200       3          33408      27319     
3200       3          33731      30849     
3200       3          33496      31704     
3200       3          32277      32276     
3200       3          27933      26706     
3200       3          26997      24592     
3200       3          31706      29900     
3200       3          33876      26648     
3200       3          33751      33750     
3200       3          34031      27838     
3200       3          34106      30644     
3200       3          27103      27226     
3200       3          28170      27963     
3200       3          42378      30550     
3200       3          26358      30938     
3200       3          26239      25238     
3200       3          30759      30061     
3200       3          30885      27825     
3200       3          31450      28347     
3200       3          30192      29180     
3200       3          27711      27747     
3200       3          28127      27217     
3200       3          26494      25204     
3200       3          26294      32756     
3200       5          37778      35880     
3200       5          45278      33852     
3200       5          39685      36712     
3200       5          41434      34740     
3200       5          39656      34593     
3200       5          38653      35027     
3200       5          38863      35429     
3200       5          41950      33929     
3200       5          37106      34982     
3200       5          39073      32168     
3200       5          36963      36958     
3200       5          39542      35793     
3200       5          38876      34919     
3200       5          43670      34088     
3200       5          35076      32423     
3200       5          45936      36841     
3200       5          58175      34801     
3200       5          37903      32556     
3200       5          39295      41240     
3200       5          38386      36047     
3200       5          69571      35444     
3200       5          52023      35132     
3200       5          37956      34876     
3200       5          41138      34842     
3200       5          36315      32602     
3200       5          45240      35426     
3200       5          36229      34476     
3200       5          48727      39653     
3200       5          53313      34775     
3200       5          43575      34072     
3200       5          42514      36665     
3200       5          54899      35722     
3200       5          33608      34922     
3200       5          38978      35595     
3200       5          46770      33346     
3200       5          34626      36894     
3200       5          37756      35657     
3200       5          35284      34330     
3200       5          36059      34731     
3200       5          37555      35989     
3200       5          40984      32328     
3200       5          40479      36124     
3200       5          43607      33945     
3200       5          37149      40001     
3200       5          37532      36021     
3200       5          36192      35481     
3200       5          39307      36937     
3200       5          41574      36106     
3200       5          36883      34688     
3200       5          43602      36329     
3200       5          35108      32876     
3200       5          35360      38728     
3200       5          40939      33375     
3200       5          38287      35970     
3200       5          35709      36590     
3200       5          34370      34239     
3200       5          39477      33087     
3200       5          34689      35279     
3200       5          37590      35517     
3200       5          37988      35513     
3200       5          37564      37492     
3200       5          39014      35251     
3200       5          39103      37519     
3200       5          37000      34010     
3200       5          35262      35135     
3200       5          35729      34391     
3200       5          40100      36817     
3200       5          34469      34405     
3200       5          34682      36797     
3200       5          41134      37000     
3200       5          42096      36799     
3200       5          37322      34857     
3200       5          39632      35321     
3200       5          38872      38486     
3200       5          36485      35858     
3200       5          38631      37425     
3200       5          42089      35315     
3200       5          39933      35198     
3200       5          36412      36854     
3200       5          35598      35167     
3200       5          37602      36335     
3200       5          41432      38549     
3200       5          40729      36528     
3200       5          40971      35588     
3200       5          36576      34180     
3200       5          36125      33781     
3200       5          37631      36245     
3200       5          35762      34424     
3200       5          33739      34694     
3200       5          40706      37610     
3200       5          39648      37472     
3200       5          38095      37968     
3200       5          35962      34603     
3200       5          34038      32770     
3200       5          36524      34394     
3200       5          42557      35772     
3200       5          39694      32047     
3200       5          38753      31461     
3200       5          45375      36439     
3200       5          37218      33715     
3200       7          49811      42871     
3200       7          49340      42500     
3200       7          49327      45693     
3200       7          69761      43233     
3200       7          54644      42447     
3200       7          53190      41514     
3200       7          52972      43679     
3200       7          47488      41361     
3200       7          49379      45106     
3200       7          48958      42308     
3200       7          49776      45872     
3200       7          65096      42531     
3200       7          41958      46065     
3200       7          50275      44027     
3200       7          45786      41817     
3200       7          50228      43014     
3200       7          57358      41140     
3200       7          54774      43180     
3200       7          50438      41456     
3200       7          50389      42554     
3200       7          62581      43232     
3200       7          53679      43256     
3200       7          49139      42035     
3200       7          46537      44714     
3200       7          55611      44521     
3200       7          51751      45093     
3200       7          49554      44283     
3200       7          56168      45240     
3200       7          52460      45882     
3200       7          50299      47634     
3200       7          50876      42507     
3200       7          58375      41233     
3200       7          55519      44110     
3200       7          41790      40013     
3200       7          61333      39691     
3200       7          50494      41195     
3200       7          47592      44933     
3200       7          63055      41736     
3200       7          64459      45834     
3200       7          52414      41903     
3200       7          64528      43274     
3200       7          59944      44114     
3200       7          52963      43554     
3200       7          49805      42430     
3200       7          52426      44897     
3200       7          51004      40012     
3200       7          54334      41737     
3200       7          51982      43783     
3200       7          60096      41350     
3200       7          52901      43156     
3200       7          45875      42150     
3200       7          48176      45931     
3200       7          44185      42371     
3200       7          58569      43310     
3200       7          55160      42608     
3200       7          50410      42092     
3200       7          46612      43325     
3200       7          49528      39683     
3200       7          46605      42606     
3200       7          51698      43996     
3200       7          48815      44469     
3200       7          46044      42478     
3200       7          53393      45867     
3200       7          48167      42176     
3200       7          55992      42360     
3200       7          46359      44034     
3200       7          46356      40785     
3200       7          47631      41269     
3200       7          50273      43980     
3200       7          63967      42965     
3200       7          45976      40809     
3200       7          46657      43666     
3200       7          47999      43323     
3200       7          50097      41992     
3200       7          58690      44350     
3200       7          43512      43104     
3200       7          50922      40011     
3200       7          52661      40105     
3200       7          50744      43229     
3200       7          50250      42829     
3200       7          47119      44415     
3200       7          45737      42235     
3200       7          47901      43349     
3200       7          53025      43111     
3200       7          53371      40930     
3200       7          50540      42390     
3200       7          48918      43146     
3200       7          43668      44547     
3200       7          57435      43164     
3200       7          43129      39796     
3200       7          47964      41955     
3200       7          49686      44672     
3200       7          46473      42385     
3200       7          54437      45015     
3200       7          48355      39488     
3200       7          48727      42430     
3200       7          51660      42313     
3200       7          55288      42318     
3200       7          46389      42068     
3200       7          46853      41080     
3200       9          64539      49181     
3200       9          57178      48496     
3200       9          60675      49717     
3200       9          55722      47449     
3200       9          59684      52949     
3200       9          62086      51562     
3200       9          79611      52540     
3200       9          52615      49870     
3200       9          52794      49787     
3200       9          59045      48001     
3200       9          70345      49739     
3200       9          60514      48388     
3200       9          63378      52320     
3200       9          60427      47389     
3200       9          63068      51218     
3200       9          59057      52274     
3200       9          61097      49491     
3200       9          54391      48240     
3200       9          63116      51299     
3200       9          57701      52741     
3200       9          58962      48934     
3200       9          66468      52305     
3200       9          53931      46713     
3200       9          57163      48142     
3200       9          61138      47407     
3200       9          56240      49026     
3200       9          59891      50714     
3200       9          55717      49261     
3200       9          67503      51882     
3200       9          54719      52426     
3200       9          57489      52358     
3200       9          74858      50330     
3200       9          61107      49979     
3200       9          84710      50897     
3200       9          70918      49806     
3200       9          61389      51480     
3200       9          59980      48899     
3200       9          58982      51179     
3200       9          58022      49430     
3200       9          65534      48573     
3200       9          59439      47451     
3200       9          60776      48375     
3200       9          64522      48608     
3200       9          62030      48747     
3200       9          65351      48283     
3200       9          75356      49326     
3200       9          58287      49231     
3200       9          57322      52080     
3200       9          65699      47250     
3200       9          59047      52998     
3200       9          57761      51133     
3200       9          59859      49800     
3200       9          67942      52097     
3200       9          57369      49361     
3200       9          58049      50132     
3200       9          65912      48119     
3200       9          58738      49472     
3200       9          62543      51979     
3200       9          51698      49247     
3200       9          74722      47822     
3200       9          69693      51579     
3200       9          54693      48526     
3200       9          57227      48418     
3200       9          66044      49495     
3200       9          63817      48041     
3200       9          57841      48437     
3200       9          67114      48453     
3200       9          60857      49098     
3200       9          83026      49760     
3200       9          58300      49869     
3200       9          59147      46268     
3200       9          60205      50269     
3200       9          59618      51622     
3200       9          67984      50538     
3200       9          59031      49657     
3200       9          73450      52269     
3200       9          65905      52600     
3200       9          59530      50286     
3200       9          68443      50180     
3200       9          57804      50587     
3200       9          61463      46613     
3200       9          57235      48628     
3200       9          62308      47988     
3200       9          54685      48616     
3200       9          58443      52483     
3200       9          57016      49764     
3200       9          60509      49690     
3200       9          61765      47647     
3200       9          66040      51568     
3200       9          59053      50259     
3200       9          54820      46342     
3200       9          63933      49498     
3200       9          64113      52388     
3200       9          51884      50314     
3200       9          65054      49199     
3200       9          63212      48092     
3200       9          55449      50051     
3200       9          58654      50112     
3200       9          60129      49171     
3200       9          61379      49186     
3200       11         67737      54584     
3200       11         68090      54666     
3200       11         68460      56845     
3200       11         73412      54769     
3200       11         63155      55352     
3200       11         90359      56263     
3200       11         64755      57356     
3200       11         75003      53961     
3200       11         83055      53315     
3200       11         64816      55701     
3200       11         63568      54861     
3200       11         66953      54000     
3200       11         83960      52836     
3200       11         65635      54182     
3200       11         82874      56249     
3200       11         63443      54805     
3200       11         69847      55057     
3200       11         65972      57869     
3200       11         71814      54063     
3200       11         68615      52302     
3200       11         83244      59240     
3200       11         77017      53790     
3200       11         80975      56997     
3200       11         68204      52840     
3200       11         81277      60598     
3200       11         68135      57441     
3200       11         66779      56954     
3200       11         67030      54391     
3200       11         72719      54599     
3200       11         72007      53845     
3200       11         65484      55081     
3200       11         66878      54443     
3200       11         83961      53877     
3200       11         67086      57709     
3200       11         70690      54734     
3200       11         65843      55328     
3200       11         75562      55891     
3200       11         70496      54674     
3200       11         86095      53144     
3200       11         64725      54401     
3200       11         70209      55882     
3200       11         67710      59330     
3200       11         62762      51442     
3200       11         68354      55450     
3200       11         61535      54157     
3200       11         67896      57985     
3200       11         71521      57451     
3200       11         82359      53083     
3200       11         71906      52321     
3200       11         70589      55380     
3200       11         73266      54744     
3200       11         76905      57777     
3200       11         74442      57655     
3200       11         67355      53374     
3200       11         67635      56361     
3200       11         65525      54806     
3200       11         74651      56414     
3200       11         74601      52973     
3200       11         84488      56172     
3200       11         84192      55019     
3200       11         85052      55115     
3200       11         65077      54145     
3200       11         69626      54830     
3200       11         76036      56162     
3200       11         64167      55938     
3200       11         76552      56766     
3200       11         66359      54163     
3200       11         62949      57176     
3200       11         87874      55645     
3200       11         75115      53872     
3200       11         93157      56702     
3200       11         67188      51645     
3200       11         62519      53509     
3200       11         73948      57003     
3200       11         71399      55148     
3200       11         60652      53787     
3200       11         81101      56440     
3200       11         64454      56759     
3200       11         82012      55488     
3200       11         69252      58907     
3200       11         66177      53923     
3200       11         88934      55821     
3200       11         65616      55722     
3200       11         70487      56120     
3200       11         85076      56848     
3200       11         84600      53821     
3200       11         65382      52905     
3200       11         66832      54697     
3200       11         69721      53823     
3200       11         76464      52713     
3200       11         62467      56922     
3200       11         90389      58157     
3200       11         71518      60615     
3200       11         63641      56899     
3200       11         69592      54182     
3200       11         65940      57246     
3200       11         72926      54748     
3200       11         103641     54700     
3200       11         71937      56973     
3200       11         72087      50751     
3200       13         80821      63214     
3200       13         81411      59900     
3200       13         85890      60750     
3200       13         76464      59712     
3200       13         72133      62007     
3200       13         77328      61652     
3200       13         81424      59393     
3200       13         72514      59442     
3200       13         81552      58421     
3200       13         78029      59889     
3200       13         76984      61047     
3200       13         75985      59854     
3200       13         77192      59333     
3200       13         81611      58660     
3200       13         97382      60327     
3200       13         84714      61691     
3200       13         80131      64141     
3200       13         80004      61974     
3200       13         99100      59493     
3200       13         77686      59158     
3200       13         89257      62009     
3200       13         96112      61431     
3200       13         76343      59974     
3200       13         79065      60758     
3200       13         76048      63399     
3200       13         112762     62973     
3200       13         82375      65178     
3200       13         80935      60879     
3200       13         84706      61421     
3200       13         84503      60539     
3200       13         83363      59420     
3200       13         81401      60187     
3200       13         83673      60381     
3200       13         81716      62682     
3200       13         76627      63121     
3200       13         78264      57359     
3200       13         98646      59166     
3200       13         79782      61242     
3200       13         80789      61886     
3200       13         80854      60716     
3200       13         78096      59584     
3200       13         95152      61417     
3200       13         82404      61756     
3200       13         82875      61187     
3200       13         83219      61567     
3200       13         82873      58288     
3200       13         78190      61227     
3200       13         81516      59119     
3200       13         69320      61206     
3200       13         138187     62980     
3200       13         71186      60408     
3200       13         79060      61082     
3200       13         82826      59684     
3200       13         82937      60724     
3200       13         88418      61564     
3200       13         83609      60064     
3200       13         77089      61141     
3200       13         74242      58522     
3200       13         76554      64637     
3200       13         81852      63304     
3200       13         102080     62181     
3200       13         82982      63209     
3200       13         82966      61187     
3200       13         81492      58129     
3200       13         84540      59327     
3200       13         75114      57177     
3200       13         82540      61004     
3200       13         82013      60090     
3200       13         88356      58647     
3200       13         80807      60285     
3200       13         80103      60731     
3200       13         81351      61125     
3200       13         84755      58360     
3200       13         99898      59344     
3200       13         80076      60889     
3200       13         82044      61545     
3200       13         79405      61769     
3200       13         81192      61057     
3200       13         68815      59653     
3200       13         81754      59857     
3200       13         88419      64520     
3200       13         74771      59604     
3200       13         77065      61714     
3200       13         90790      62516     
3200       13         75964      60773     
3200       13         83892      60289     
3200       13         78009      60298     
3200       13         80397      60320     
3200       13         80151      61236     
3200       13         100131     60931     
3200       13         81109      62048     
3200       13         77257      62103     
3200       13         81883      60455     
3200       13         91545      60536     
