N          d          No Go Home Go Home   
200        9          3214       2377      
200        9          2972       2282      
200        9          3648       2269      
200        9          2636       2135      
200        9          2852       2090      
200        9          3474       2275      
200        9          3319       2113      
200        9          2758       2355      
200        9          3140       2233      
200        9          3328       2264      
200        9          3702       1983      
200        9          3354       2317      
200        9          2796       2144      
200        9          3351       2117      
200        9          3316       2232      
200        9          3067       2292      
200        9          3293       2114      
200        9          3607       2239      
200        9          3304       2063      
200        9          3187       2273      
200        9          3078       2105      
200        9          3166       2334      
200        9          2568       2244      
200        9          2685       2291      
200        9          2729       2341      
200        9          3567       2391      
200        9          3347       2180      
200        9          3207       2441      
200        9          3339       2342      
200        9          3521       2070      
200        9          2562       2152      
200        9          3129       2135      
200        9          3463       2473      
200        9          2934       2341      
200        9          2780       2313      
200        9          3524       2325      
200        9          2841       2391      
200        9          3526       2365      
200        9          3055       2497      
200        9          3068       2219      
200        9          3014       2170      
200        9          2917       2165      
200        9          4132       2019      
200        9          3324       2374      
200        9          2881       2094      
200        9          2827       2237      
200        9          3703       2184      
200        9          4472       2572      
200        9          3267       2088      
200        9          3186       2219      
200        9          3460       2279      
200        9          3321       2358      
200        9          3297       2259      
200        9          3389       2354      
200        9          3059       2321      
200        9          3645       2287      
200        9          4231       2448      
200        9          2885       2066      
200        9          3873       2315      
200        9          3946       2136      
200        9          3016       2193      
200        9          3117       2132      
200        9          3650       2228      
200        9          3240       2286      
200        9          2850       2375      
200        9          3348       2109      
200        9          2754       2050      
200        9          2909       2162      
200        9          3062       2209      
200        9          3279       2027      
200        9          2920       2408      
200        9          2748       2238      
200        9          2777       2395      
200        9          5637       2216      
200        9          2842       2271      
200        9          3001       2132      
200        11         3731       2713      
200        11         3729       2510      
200        11         3534       2303      
200        11         3804       2426      
200        11         3346       2316      
200        11         5586       2982      
200        11         3623       2505      
200        11         4005       2642      
200        11         3770       2452      
200        11         3901       2455      
200        11         3314       2682      
200        11         3410       2557      
200        11         3301       2309      
200        11         3596       2485      
200        11         3806       2620      
200        11         4250       2557      
200        11         3131       2570      
200        11         4199       2607      
200        11         3602       2602      
200        11         3375       2469      
200        11         4182       2352      
200        11         4146       2582      
200        11         3722       2677      
200        11         4000       2708      
200        11         3041       2507      
200        11         3713       2573      
200        11         3618       2517      
200        11         3838       2614      
200        11         3805       2386      
200        11         3434       2450      
200        11         3309       2624      
200        11         3944       2581      
200        11         4666       2564      
200        11         3506       2387      
200        11         3393       2570      
200        11         3785       2609      
200        11         4338       2613      
200        11         3696       2588      
200        11         3225       2418      
200        11         4622       2563      
200        11         3624       2518      
200        11         3274       2586      
200        11         3654       2636      
200        11         3983       2580      
200        11         3549       2421      
200        11         3511       2342      
200        11         4029       2445      
200        11         4719       2398      
200        11         3438       2577      
200        11         4681       2379      
200        11         5020       2495      
200        11         5364       2760      
200        11         4844       2552      
200        11         4276       2394      
200        11         3746       2356      
200        11         5148       2677      
200        11         3765       2591      
200        11         4763       2449      
200        11         5018       2466      
200        11         3294       2601      
200        11         4904       2446      
200        11         4069       2536      
200        11         4067       2444      
200        11         3645       2543      
200        11         5594       2281      
200        11         3673       2631      
200        11         3719       2678      
200        11         3738       2573      
200        11         3133       2490      
200        11         3249       2282      
200        11         3399       2519      
200        11         3010       2480      
200        11         3699       2462      
200        11         4535       2391      
200        11         3738       2765      
200        11         4064       2500      
200        11         4971       2282      
200        11         3371       2490      
200        11         4274       2437      
200        11         3876       2698      
200        11         4920       2400      
200        11         3325       2362      
200        11         4612       2398      
200        11         3101       2608      
200        11         3570       2492      
200        11         3815       2501      
200        11         3439       2343      
200        11         4016       2462      
200        11         3852       2565      
200        11         3343       2540      
200        11         3841       2596      
200        11         3816       2508      
200        11         3595       2549      
200        11         3818       2393      
200        11         3580       2547      
200        11         4838       2679      
200        11         4835       2541      
200        11         3565       2340      
200        11         3810       2330      
200        11         4373       2517      
200        13         4766       2581      
200        13         4490       2765      
200        13         5644       2681      
200        13         4506       2664      
200        13         4297       2836      
200        13         4973       2686      
200        13         4382       2898      
200        13         7697       2776      
200        13         4253       2649      
200        13         4161       2860      
200        13         5120       2774      
200        13         4346       2756      
200        13         4038       2625      
200        13         5543       2612      
200        13         4625       2756      
200        13         4563       2486      
200        13         5748       2748      
200        13         4925       2737      
200        13         4947       2655      
200        13         4449       2611      
200        13         3964       2800      
200        13         4360       2726      
200        13         4635       2808      
200        13         4452       2933      
200        13         5271       2594      
200        13         4787       2634      
200        13         4430       2650      
200        13         4455       2776      
200        13         5036       2859      
200        13         4909       2600      
200        13         4554       2920      
200        13         4224       2988      
200        13         5336       2712      
200        13         5445       2566      
200        13         5704       2669      
200        13         3810       2667      
200        13         4513       2743      
200        13         4545       2712      
200        13         5123       2620      
200        13         4227       2504      
200        13         4476       2622      
200        13         6439       2641      
200        13         4245       2789      
200        13         4288       2781      
200        13         4154       2887      
200        13         4505       2670      
200        13         3962       2868      
200        13         4496       2709      
200        13         5159       2721      
200        13         4719       2870      
200        13         4809       2926      
200        13         4805       2640      
200        13         5710       2959      
200        13         5216       2730      
200        13         5628       2709      
200        13         4326       2896      
200        13         4314       2722      
200        13         4692       2639      
200        13         5648       2761      
200        13         5186       2796      
200        13         5079       2747      
200        13         4146       2738      
200        13         4966       2918      
200        13         4723       2588      
200        13         5088       2647      
200        13         4043       2833      
200        13         4952       2715      
200        13         5048       2571      
200        13         4637       2769      
200        13         4153       2633      
200        13         4904       2723      
200        13         4210       2701      
200        13         5535       2651      
200        13         6762       2791      
200        13         4573       2469      
200        13         5173       2912      
200        13         4025       2623      
200        13         4513       2448      
200        13         4270       2679      
200        13         4810       2773      
200        13         3972       2805      
200        13         4983       2703      
200        13         7335       2907      
200        13         3811       2620      
200        13         4525       2592      
200        13         4652       2739      
200        13         4084       2788      
200        13         4777       2783      
200        13         4497       2884      
200        13         4796       2764      
200        13         6349       2656      
200        13         4754       2642      
200        13         4431       2609      
200        13         4215       2674      
200        13         5635       2576      
200        13         5460       2802      
200        13         3786       2764      
200        13         4024       2737      
200        13         3779       2668      
200        13         4170       2651      
200        15         5291       2509      
200        15         4999       3052      
200        15         4199       3200      
200        15         4519       2898      
200        15         4678       2770      
200        15         6314       2770      
200        15         7897       2787      
200        15         6200       3071      
200        15         5788       2888      
200        15         4724       2971      
200        15         5395       2933      
200        15         6449       2747      
200        15         5161       3058      
200        15         5759       3137      
200        15         5444       2647      
200        15         4834       2879      
200        15         5030       2967      
200        15         5685       2927      
200        15         4706       3152      
200        15         5210       2965      
200        15         5701       3125      
200        15         4736       2578      
200        15         4869       3046      
200        15         5384       3042      
200        15         5124       3055      
200        15         5232       2924      
200        15         6482       3060      
200        15         5573       2902      
200        15         6045       2925      
200        15         6268       2742      
200        15         5589       2900      
200        15         5989       3093      
200        15         4787       2933      
200        15         4927       2847      
200        15         4248       2813      
200        15         5390       3177      
200        15         3905       2887      
200        15         4546       2973      
200        15         4895       2629      
200        15         5064       2968      
200        15         5315       2765      
200        15         5292       2998      
200        15         5170       2668      
200        15         5375       2912      
200        15         5156       3035      
200        15         4544       3140      
200        15         5549       2802      
200        15         4922       2918      
200        15         5363       2603      
200        15         5224       2892      
200        15         5394       2851      
200        15         4950       3116      
200        15         6916       3090      
200        15         4763       2777      
200        15         4648       2871      
200        15         4537       2897      
200        15         4731       2711      
200        15         7498       2859      
200        15         5355       2761      
200        15         5225       2902      
200        15         4713       3073      
200        15         5010       2838      
200        15         5537       2811      
200        15         5535       2974      
200        15         5078       2860      
200        15         4606       2951      
200        15         4998       2798      
200        15         5096       2703      
200        15         4801       2763      
200        15         4697       2955      
200        15         4414       2785      
200        15         4852       2663      
200        15         5419       2925      
200        15         4692       3043      
200        15         4888       2681      
200        15         5296       2962      
200        15         6232       2912      
200        15         5265       2872      
200        15         5716       3230      
200        15         5199       2796      
200        15         4754       2965      
200        15         5075       2819      
200        15         5675       2957      
200        15         5648       2951      
200        15         5737       2985      
200        15         5171       2888      
200        15         5528       2864      
200        15         5077       3158      
200        15         4473       3170      
200        15         4441       2563      
200        15         6194       2921      
200        15         5199       2884      
200        15         4916       3054      
200        15         5531       3022      
200        15         4321       2874      
200        15         4818       2832      
200        15         5854       2742      
200        15         4957       3098      
200        15         6176       2942      
200        15         5006       3021      
400        3          3390       3083      
400        3          3394       2970      
400        3          2978       3214      
400        3          3075       2980      
400        3          2875       2575      
400        3          2787       3367      
400        3          3551       2730      
400        3          2864       2777      
400        3          3156       3036      
400        3          2895       3303      
400        3          4807       3046      
400        3          3244       3228      
400        3          2814       2793      
400        3          3202       2861      
400        3          3181       2934      
400        3          4681       2527      
400        3          3031       2950      
400        3          3388       2666      
400        3          4673       2568      
400        3          2970       3050      
400        3          3653       3465      
400        3          3765       2664      
400        3          4077       3165      
400        3          2633       2633      
400        3          3737       2350      
400        3          3012       2822      
400        3          2996       2525      
400        3          4580       2351      
400        3          3155       2833      
400        3          3125       3423      
400        3          3306       2731      
400        3          3146       3175      
400        3          4390       3206      
400        3          3156       2678      
400        3          3262       3110      
400        3          2929       3033      
400        3          3005       3003      
400        3          2923       2882      
400        3          2985       3149      
400        3          2630       2655      
400        3          3007       2919      
400        3          3196       2943      
400        3          2670       2666      
400        3          3431       3151      
400        3          3019       2931      
400        3          4066       2808      
400        3          3892       2776      
400        3          3924       3024      
400        3          2678       3185      
400        3          3147       3042      
400        3          3591       3353      
400        3          3307       2606      
400        3          3541       3670      
400        3          2914       2787      
400        3          2925       2604      
400        3          3686       2471      
400        3          3244       2962      
400        3          3181       3508      
400        3          3328       3217      
400        3          2730       3213      
400        3          4055       3353      
400        3          3422       3447      
400        3          3290       2505      
400        3          2758       2490      
400        3          3047       2662      
400        3          3237       2671      
400        3          2942       2838      
400        3          3353       3559      
400        3          2822       2662      
400        3          2561       2761      
400        3          3205       3001      
400        3          2725       2793      
400        3          3272       3448      
400        3          4606       2825      
400        3          2853       2584      
400        3          2799       2510      
400        3          3110       2616      
400        3          2615       2882      
400        3          4683       2727      
400        3          3203       3285      
400        3          2743       2734      
400        3          3848       3566      
400        3          2744       2546      
400        3          3162       3203      
400        3          4484       2811      
400        3          2848       3114      
400        3          3095       2980      
400        3          2987       2810      
400        3          3377       3201      
400        3          2982       2982      
400        3          2775       3005      
400        3          3432       2796      
400        3          3647       3095      
400        3          3055       2840      
400        3          3466       2778      
400        3          3176       2469      
400        3          3477       3183      
400        3          2877       2862      
400        3          3502       3472      
400        3          3491       2873      
400        5          3775       3739      
400        5          5820       3909      
400        5          4336       3487      
400        5          4816       3424      
400        5          4476       3803      
400        5          4578       3349      
400        5          4391       3486      
400        5          3919       3289      
400        5          5276       3685      
400        5          4522       3206      
400        5          5772       4077      
400        5          4109       3698      
400        5          4064       3617      
400        5          4186       3434      
400        5          4235       4200      
400        5          3975       3737      
400        5          4622       3380      
400        5          3830       3591      
400        5          4036       3209      
400        5          4947       4109      
400        5          5305       3730      
400        5          4194       3284      
400        5          4163       3450      
400        5          4417       3476      
400        5          4428       3491      
400        5          6186       3437      
400        5          5985       3739      
400        5          3699       3924      
400        5          4008       3726      
400        5          3915       3808      
400        5          4753       3563      
400        5          4117       3348      
400        5          4388       3786      
400        5          4609       4056      
400        5          3564       3471      
400        5          4013       3540      
400        5          4260       3676      
400        5          4056       3530      
400        5          4316       3640      
400        5          3847       3530      
400        5          5858       3553      
400        5          3768       3721      
400        5          4832       3374      
400        5          4183       3532      
400        5          5514       3635      
400        5          4035       3649      
400        5          4402       4054      
400        5          5733       3727      
400        5          6167       3726      
400        5          4189       3618      
400        5          4493       3420      
400        5          4205       3910      
400        5          4171       3877      
400        5          4456       3832      
400        5          3658       3161      
400        5          3670       3585      
400        5          4081       3577      
400        5          3932       3690      
400        5          5311       3392      
400        5          4163       3245      
400        5          4601       3643      
400        5          5046       3280      
400        5          4534       3623      
400        5          5510       3525      
400        5          4100       3544      
400        5          3991       3432      
400        5          4636       3353      
400        5          4233       3464      
400        5          4222       3207      
400        5          4166       3638      
400        5          4279       3987      
400        5          4500       3680      
400        5          4102       3504      
400        5          4184       3809      
400        5          5991       3630      
400        5          3876       3709      
400        5          5474       3667      
400        5          4455       3541      
400        5          5204       3587      
400        5          5445       3966      
400        5          5214       3326      
400        5          3686       3748      
400        5          4391       3543      
400        5          3856       3060      
400        5          4675       3642      
400        5          3536       3476      
400        5          5852       3601      
400        5          4222       3543      
400        5          4283       3531      
400        5          3973       3277      
400        5          3619       3752      
400        5          4728       3748      
400        5          5593       3907      
400        5          4523       3623      
400        5          4152       3537      
400        5          4171       4178      
400        5          4413       3687      
400        5          3910       3409      
400        5          4361       3456      
400        5          4050       3783      
400        7          4837       3927      
400        7          6218       3885      
400        7          5917       4015      
400        7          6561       4318      
400        7          5372       4653      
400        7          5595       4245      
400        7          5233       4073      
400        7          5230       4241      
400        7          4954       4720      
400        7          4999       3858      
400        7          4999       4255      
400        7          5769       4534      
400        7          6376       4643      
400        7          5676       4760      
400        7          5487       4319      
400        7          5757       4303      
400        7          5788       4391      
400        7          5141       4555      
400        7          5054       4231      
400        7          9348       4046      
400        7          5321       3907      
400        7          5582       4573      
400        7          6391       3998      
400        7          5561       4446      
400        7          6010       4412      
400        7          5303       4654      
400        7          5584       4398      
400        7          4794       4407      
400        7          5193       4268      
400        7          5206       4099      
400        7          5555       4099      
400        7          5257       4096      
400        7          5293       4141      
400        7          5130       4318      
400        7          4427       4420      
400        7          4649       4025      
400        7          6522       4145      
400        7          5802       4322      
400        7          6920       4387      
400        7          5963       4326      
400        7          5826       4555      
400        7          5423       4228      
400        7          5015       4273      
400        7          5365       4137      
400        7          5504       4726      
400        7          5028       4239      
400        7          5429       4342      
400        7          5613       4133      
400        7          5023       4397      
400        7          5882       4212      
400        7          5103       4348      
400        7          5747       4182      
400        7          5112       4123      
400        7          4825       4191      
400        7          5942       4511      
400        7          5115       4139      
400        7          4872       4050      
400        7          5983       4240      
400        7          5383       4374      
400        7          5175       4489      
400        7          5330       4084      
400        7          5083       4135      
400        7          5532       4377      
400        7          6241       4572      
400        7          5379       4398      
400        7          5307       3836      
400        7          6261       4508      
400        7          5172       4062      
400        7          5752       4597      
400        7          5992       4510      
400        7          5686       4456      
400        7          5394       4078      
400        7          4591       4244      
400        7          4431       4326      
400        7          5535       3835      
400        7          4915       4637      
400        7          6570       4386      
400        7          6092       4101      
400        7          5184       4351      
400        7          5999       4170      
400        7          4715       4058      
400        7          10664      4286      
400        7          5245       4137      
400        7          5063       4374      
400        7          5778       4530      
400        7          7147       3967      
400        7          6619       4193      
400        7          7415       4324      
400        7          7263       4705      
400        7          5455       4032      
400        7          6038       4076      
400        7          4794       3927      
400        7          7723       5129      
400        7          5111       4480      
400        7          4888       4312      
400        7          4851       4001      
400        7          5410       4043      
400        7          5803       4328      
400        7          5803       4558      
400        7          5314       4240      
400        9          7651       4853      
400        9          8893       5054      
400        9          6012       5198      
400        9          7067       5312      
400        9          6362       4698      
400        9          6113       5141      
400        9          6856       4844      
400        9          6280       4863      
400        9          6605       5055      
400        9          7947       4804      
400        9          7620       4897      
400        9          6321       4445      
400        9          7593       4908      
400        9          5817       4730      
400        9          6429       5033      
400        9          8276       4733      
400        9          6335       5061      
400        9          6161       4828      
400        9          6346       5030      
400        9          6493       4968      
400        9          8984       4864      
400        9          6421       5253      
400        9          6770       4693      
400        9          6246       4927      
400        9          6570       4953      
400        9          7131       5064      
400        9          7099       5291      
400        9          6089       5193      
400        9          8658       5089      
400        9          6078       4822      
400        9          7151       4978      
400        9          7051       4952      
400        9          6456       4798      
400        9          6126       4938      
400        9          6217       4756      
400        9          6540       5193      
400        9          6045       5308      
400        9          7295       5220      
400        9          6894       4807      
400        9          7338       4874      
400        9          6857       4842      
400        9          6394       4789      
400        9          6006       4882      
400        9          7121       4804      
400        9          7662       4963      
400        9          6773       5372      
400        9          6524       5061      
400        9          6566       4639      
400        9          6496       5014      
400        9          6746       5062      
400        9          5880       5196      
400        9          6710       5057      
400        9          6062       4946      
400        9          7835       4802      
400        9          6439       4682      
400        9          7275       4829      
400        9          8523       4860      
400        9          7011       4861      
400        9          7172       4935      
400        9          7487       5090      
400        9          6964       5071      
400        9          7117       4895      
400        9          7016       4802      
400        9          6304       5037      
400        9          8128       5079      
400        9          6351       5129      
400        9          7206       4823      
400        9          9115       5074      
400        9          7181       5317      
400        9          6388       5003      
400        9          10389      4849      
400        9          6382       4970      
400        9          6033       4916      
400        9          6713       5164      
400        9          7632       5179      
400        9          7243       5100      
400        9          7395       4777      
400        9          6247       5164      
400        9          6929       4957      
400        9          6166       4914      
400        9          6339       4900      
400        9          9488       5022      
400        9          6538       5121      
400        9          6853       4918      
400        9          6932       5019      
400        9          7517       4788      
400        9          6354       5565      
400        9          7143       4905      
400        9          6547       4813      
400        9          8760       5171      
400        9          6784       5389      
400        9          6600       5518      
400        9          6113       5284      
400        9          5667       4773      
400        9          6731       4735      
400        9          6423       4551      
400        9          6851       5166      
400        9          7737       4761      
400        9          6007       4968      
400        9          5963       5194      
400        11         7846       5530      
400        11         9486       5196      
400        11         7688       5837      
400        11         7459       5708      
400        11         7276       5557      
400        11         9607       5417      
400        11         7889       5494      
400        11         6663       5321      
400        11         7378       5375      
400        11         8058       5345      
400        11         8183       4908      
400        11         7986       5212      
400        11         9934       5758      
400        11         10842      5264      
400        11         9557       5722      
400        11         6582       5490      
400        11         10957      5629      
400        11         8124       5711      
400        11         8142       5794      
400        11         7868       5542      
400        11         8237       5774      
400        11         8217       5641      
400        11         7274       5410      
400        11         6704       5409      
400        11         8095       5515      
400        11         7146       5392      
400        11         6865       5251      
400        11         7450       5460      
400        11         7948       5748      
400        11         7820       5740      
400        11         7720       5649      
400        11         7467       5921      
400        11         7372       5704      
400        11         9365       5481      
400        11         8195       5253      
400        11         8294       5588      
400        11         8278       5236      
400        11         8627       5515      
400        11         9799       5285      
400        11         8721       5690      
400        11         7765       5629      
400        11         9625       5482      
400        11         7804       5517      
400        11         6794       5936      
400        11         6900       5363      
400        11         8662       5572      
400        11         7315       5377      
400        11         8781       5608      
400        11         6679       5881      
400        11         8683       5564      
400        11         8121       5674      
400        11         7992       5432      
400        11         7207       5479      
400        11         6760       5441      
400        11         8362       5582      
400        11         6816       5369      
400        11         8449       5837      
400        11         9374       5226      
400        11         7952       5460      
400        11         8124       5844      
400        11         7490       5410      
400        11         10948      5365      
400        11         11758      5423      
400        11         7662       5362      
400        11         10624      5547      
400        11         7274       5507      
400        11         10896      5461      
400        11         8557       5343      
400        11         6781       5376      
400        11         8211       5468      
400        11         7621       5954      
400        11         7040       5666      
400        11         10525      5258      
400        11         7587       5623      
400        11         8951       5530      
400        11         7587       5784      
400        11         6688       5522      
400        11         7669       5775      
400        11         8040       5277      
400        11         7663       5383      
400        11         10809      5622      
400        11         8722       5122      
400        11         7513       5836      
400        11         7537       5793      
400        11         8013       5150      
400        11         7248       5416      
400        11         7055       5320      
400        11         8092       5550      
400        11         6822       5810      
400        11         7842       5408      
400        11         7900       5768      
400        11         9016       6641      
400        11         6933       5579      
400        11         7862       5558      
400        11         7016       5618      
400        11         10802      5768      
400        11         7783       5662      
400        11         7636       5553      
400        11         9267       5153      
400        11         11549      5875      
400        13         9328       6019      
400        13         10879      6474      
400        13         9254       6315      
400        13         8653       6249      
400        13         8416       6376      
400        13         8353       6335      
400        13         7621       6355      
400        13         15887      6320      
400        13         8786       6118      
400        13         10714      6039      
400        13         8640       5939      
400        13         8910       6248      
400        13         9574       6032      
400        13         8629       6069      
400        13         8931       6298      
400        13         9287       5956      
400        13         7788       6125      
400        13         9568       6225      
400        13         9519       5596      
400        13         10895      5995      
400        13         8163       6189      
400        13         10722      6260      
400        13         10007      6073      
400        13         9414       6367      
400        13         9763       6234      
400        13         9573       6188      
400        13         8604       6401      
400        13         10136      6423      
400        13         7801       5959      
400        13         8479       6307      
400        13         8555       5889      
400        13         9925       6256      
400        13         9359       6087      
400        13         9608       6013      
400        13         8563       6054      
400        13         8751       6181      
400        13         9182       6537      
400        13         9192       5985      
400        13         14267      5891      
400        13         8635       5974      
400        13         8507       6127      
400        13         8855       6151      
400        13         10149      6198      
400        13         9717       6224      
400        13         9655       6532      
400        13         11732      6154      
400        13         13270      6014      
400        13         9551       6037      
400        13         8357       6180      
400        13         10374      5898      
400        13         7515       6030      
400        13         8531       6082      
400        13         8499       6420      
400        13         10193      6029      
400        13         9192       6527      
400        13         14292      6114      
400        13         8541       5860      
400        13         9101       6078      
400        13         8426       6126      
400        13         8593       6154      
400        13         8053       6206      
400        13         9999       5681      
400        13         8503       6275      
400        13         9229       5765      
400        13         9247       5991      
400        13         9522       6159      
400        13         9197       6109      
400        13         9132       6449      
400        13         8331       6155      
400        13         7862       6309      
400        13         10522      6373      
400        13         11102      6188      
400        13         7762       5951      
400        13         8247       6053      
400        13         8629       6176      
400        13         9700       6184      
400        13         8615       6117      
400        13         10589      6274      
400        13         9977       6394      
400        13         9457       6043      
400        13         8811       6186      
400        13         8279       6518      
400        13         8174       5968      
400        13         8282       6039      
400        13         8666       5753      
400        13         9600       6506      
400        13         11640      5919      
400        13         9489       6370      
400        13         8149       6243      
400        13         8727       5971      
400        13         9123       5978      
400        13         8064       6190      
400        13         8506       6446      
400        13         11574      6329      
400        13         8631       6435      
400        13         8558       6184      
400        13         9174       5880      
400        13         8364       5940      
400        13         9424       6083      
400        13         10582      6034      
400        15         9635       6488      
400        15         9890       6905      
400        15         13766      6869      
400        15         12344      6976      
400        15         10830      6590      
400        15         9768       6500      
400        15         10097      6672      
400        15         11219      6850      
400        15         10112      6691      
400        15         9489       6772      
400        15         10185      7105      
400        15         9694       6636      
400        15         9714       6700      
400        15         11726      6489      
400        15         11043      6455      
400        15         12102      6723      
400        15         11501      6588      
400        15         10468      6792      
400        15         10083      6719      
400        15         10063      6882      
400        15         11482      6418      
400        15         11074      6762      
400        15         10282      6874      
400        15         16144      7158      
400        15         10949      6749      
400        15         10999      6548      
400        15         12444      6917      
400        15         9253       6401      
400        15         13572      6692      
400        15         11373      7038      
400        15         10935      6639      
400        15         9800       6813      
400        15         11237      6729      
400        15         12091      6670      
400        15         13847      6830      
400        15         10034      6810      
400        15         10938      6960      
400        15         9495       6471      
400        15         9424       6724      
400        15         10345      6759      
400        15         9821       6648      
400        15         10214      6682      
400        15         9973       6642      
400        15         10325      6406      
400        15         10605      7068      
400        15         12074      6566      
