Count      N          d          Go Home   
60     40         15         216       
75     40         15         283       
75     40         15         313       
90     40         15         322       
75     40         15         175       
105     40         15         314       
105     40         15         218       
60     40         15         301       
60     40         15         256       
105     40         15         249       
135     40         15         271       
135     40         15         246       
120     40         15         321       
60     40         15         367       
105     40         15         277       
90     40         15         228       
135     40         15         265       
105     40         15         344       
120     40         15         246       
45     40         15         242       
45     40         15         326       
60     40         15         222       
75     40         15         281       
90     40         15         214       
75     40         15         276       
135     40         15         262       
30     40         15         362       
90     40         15         262       
120     40         15         228       
45     40         15         257       
90     40         15         272       
90     40         15         253       
30     40         15         311       
135     40         15         292       
90     40         15         272       
105     40         15         274       
105     40         15         339       
75     40         15         246       
90     40         15         278       
105     40         15         450       
30     40         15         288       
90     40         15         287       
75     40         15         307       
120     40         15         282       
135     40         15         266       
60     40         15         277       
90     40         15         284       
120     40         15         306       
123     80         3          483       
189     80         3          521       
108     80         3          343       
117     80         3          473       
168     80         3          414       
90     80         3          477       
108     80         3          350       
63     80         3          367       
105     80         3          388       
174     80         3          395       
57     80         3          352       
123     80         3          370       
108     80         3          344       
108     80         3          379       
141     80         3          304       
129     80         3          342       
87     80         3          344       
96     80         3          407       
102     80         3          335       
72     80         3          330       
30     80         3          354       
207     80         3          360       
36     80         3          509       
96     80         3          478       
57     80         3          388       
21     80         3          392       
99     80         3          343       
126     80         3          337       
141     80         3          306       
141     80         3          404       
39     80         3          349       
60     80         3          345       
147     80         3          396       
75     80         3          398       
141     80         3          338       
153     80         3          320       
42     80         3          337       
105     80         3          326       
105     80         3          351       
66     80         3          355       
126     80         3          377       
51     80         3          377       
168     80         3          359       
162     80         3          357       
105     80         3          382       
162     80         3          389       
90     80         3          406       
*147     80         3          453       
48     80         3          442       
72     80         3          345       
123     80         3          449       
66     80         3          416       
102     80         3          430       
102     80         3          395       
114     80         3          346       
57     80         3          390       
54     80         3          387       
39     80         3          297       
75     80         3          360       
150     80         3          497       
72     80         3          399       
117     80         3          372       
120     80         3          466       
132     80         3          426       
48     80         3          306       
75     80         3          359       
54     80         3          362       
150     80         3          381       
75     80         3          477       
96     80         3          392       
93     80         3          331       
123     80         3          342       
180     80         3          436       
87     80         3          315       
135     80         3          338       
69     80         3          400       
123     80         3          341       
111     80         3          374       
66     80         3          411       
135     80         3          357       
78     80         3          346       
12     80         3          357       
24     80         3          349       
114     80         3          310       
135     80         3          314       
102     80         3          317       
90     80         3          349       
45     80         3          330       
81     80         3          401       
69     80         3          403       
141     80         3          472       
93     80         3          439       
57     80         3          380       
111     80         3          621       
156     80         3          432       
90     80         3          380       
78     80         3          403       
144     80         3          371       
60     80         3          311       
84     80         3          475       
65     80         5          366       
75     80         5          373       
50     80         5          532       
110     80         5          500       
115     80         5          444       
100     80         5          640       
25     80         5          348       
90     80         5          402       
75     80         5          598       
85     80         5          423       
90     80         5          526       
75     80         5          440       
40     80         5          440       
140     80         5          494       
70     80         5          471       
25     80         5          487       
125     80         5          547       
40     80         5          427       
100     80         5          450       
35     80         5          466       
75     80         5          486       
120     80         5          425       
105     80         5          473       
85     80         5          458       
45     80         5          409       
100     80         5          455       
105     80         5          500       
30     80         5          456       
50     80         5          412       
115     80         5          411       
35     80         5          495       
80     80         5          387       
60     80         5          373       
85     80         5          450       
65     80         5          581       
115     80         5          562       
95     80         5          357       
55     80         5          699       
95     80         5          470       
60     80         5          507       
125     80         5          376       
95     80         5          485       
25     80         5          465       
125     80         5          378       
85     80         5          525       
60     80         5          527       
105     80         5          621       
100     80         5          479       
65     80         5          406       
40     80         5          479       
55     80         5          410       
50     80         5          524       
35     80         5          446       
25     80         5          424       
45     80         5          479       
95     80         5          377       
175     80         5          385       
65     80         5          463       
70     80         5          538       
105     80         5          521       
75     80         5          401       
60     80         5          359       
95     80         5          462       
95     80         5          434       
140     80         5          463       
90     80         5          445       
40     80         5          470       
145     80         5          423       
40     80         5          630       
85     80         5          412       
30     80         5          371       
100     80         5          476       
50     80         5          447       
105     80         5          392       
35     80         5          415       
45     80         5          520       
65     80         5          430       
85     80         5          430       
85     80         5          394       
35     80         5          365       
115     80         5          403       
135     80         5          412       
55     80         5          530       
75     80         5          476       
140     80         5          482       
95     80         5          444       
115     80         5          519       
75     80         5          505       
120     80         5          399       
55     80         5          374       
75     80         5          399       
55     80         5          526       
120     80         5          456       
120     80         5          426       
55     80         5          384       
115     80         5          379       
90     80         5          497       
50     80         5          407       
95     80         5          462       
155     80         5          567       
133     80         7          505       
56     80         7          590       
112     80         7          577       
70     80         7          450       
140     80         7          534       
112     80         7          678       
112     80         7          730       
105     80         7          594       
84     80         7          434       
140     80         7          453       
98     80         7          563       
112     80         7          494       
98     80         7          552       
147     80         7          513       
147     80         7          532       
91     80         7          551       
91     80         7          672       
70     80         7          502       
49     80         7          404       
105     80         7          496       
49     80         7          768       
105     80         7          471       
133     80         7          490       
119     80         7          564       
98     80         7          448       
28     80         7          643       
77     80         7          446       
70     80         7          533       
140     80         7          643       
126     80         7          566       
126     80         7          551       
105     80         7          505       
70     80         7          504       
161     80         7          518       
21     80         7          535       
42     80         7          457       
49     80         7          506       
133     80         7          423       
126     80         7          534       
140     80         7          439       
140     80         7          595       
98     80         7          570       
84     80         7          465       
147     80         7          470       
84     80         7          661       
105     80         7          519       
35     80         7          476       
21     80         7          531       
126     80         7          462       
70     80         7          484       
175     80         7          489       
154     80         7          544       
133     80         7          405       
49     80         7          589       
147     80         7          598       
126     80         7          683       
112     80         7          481       
154     80         7          491       
147     80         7          458       
140     80         7          613       
112     80         7          535       
119     80         7          465       
147     80         7          600       
140     80         7          614       
126     80         7          439       
77     80         7          498       
140     80         7          560       
42     80         7          448       
133     80         7          473       
119     80         7          621       
91     80         7          411       
63     80         7          488       
126     80         7          501       
112     80         7          688       
140     80         7          421       
133     80         7          767       
119     80         7          610       
133     80         7          475       
126     80         7          445       
98     80         7          508       
105     80         7          493       
42     80         7          457       
105     80         7          531       
112     80         7          512       
98     80         7          653       
98     80         7          617       
140     80         7          520       
105     80         7          633       
98     80         7          544       
140     80         7          434       
63     80         7          553       
147     80         7          489       
63     80         7          600       
91     80         7          527       
42     80         7          618       
42     80         7          634       
133     80         7          448       
49     80         7          462       
112     80         7          588       
70     80         7          628       
126     80         9          686       
117     80         9          525       
54     80         9          619       
135     80         9          590       
126     80         9          550       
81     80         9          696       
72     80         9          474       
153     80         9          592       
144     80         9          597       
99     80         9          450       
54     80         9          883       
180     80         9          575       
126     80         9          506       
108     80         9          557       
144     80         9          472       
153     80         9          549       
117     80         9          639       
81     80         9          592       
162     80         9          551       
36     80         9          602       
99     80         9          573       
81     80         9          491       
63     80         9          556       
126     80         9          470       
72     80         9          585       
90     80         9          604       
108     80         9          618       
99     80         9          776       
99     80         9          651       
153     80         9          569       
117     80         9          499       
126     80         9          647       
108     80         9          668       
63     80         9          621       
108     80         9          505       
135     80         9          603       
180     80         9          516       
54     80         9          584       
72     80         9          426       
108     80         9          613       
99     80         9          600       
126     80         9          576       
144     80         9          747       
126     80         9          816       
90     80         9          482       
135     80         9          471       
54     80         9          598       
135     80         9          670       
45     80         9          535       
72     80         9          677       
126     80         9          581       
117     80         9          607       
153     80         9          892       
72     80         9          775       
54     80         9          592       
108     80         9          536       
153     80         9          466       
63     80         9          501       
90     80         9          677       
90     80         9          668       
63     80         9          462       
135     80         9          722       
72     80         9          626       
144     80         9          624       
72     80         9          474       
126     80         9          619       
144     80         9          570       
90     80         9          476       
108     80         9          648       
45     80         9          450       
36     80         9          567       
54     80         9          509       
63     80         9          581       
90     80         9          528       
63     80         9          534       
162     80         9          688       
72     80         9          595       
162     80         9          471       
117     80         9          629       
72     80         9          569       
63     80         9          509       
54     80         9          557       
180     80         9          999       
36     80         9          525       
108     80         9          551       
117     80         9          566       
27     80         9          716       
180     80         9          701       
144     80         9          519       
108     80         9          555       
171     80         9          796       
135     80         9          652       
54     80         9          507       
18     80         9          559       
117     80         9          508       
63     80         9          546       
99     80         9          724       
27     80         9          572       
99     80         9          700       
99     80         9          524       
132     80         11         528       
132     80         11         619       
143     80         11         499       
88     80         11         613       
165     80         11         607       
99     80         11         501       
165     80         11         636       
154     80         11         844       
99     80         11         727       
99     80         11         688       
99     80         11         715       
44     80         11         586       
110     80         11         954       
77     80         11         588       
66     80         11         607       
66     80         11         659       
165     80         11         552       
165     80         11         940       
77     80         11         625       
121     80         11         796       
110     80         11         607       
143     80         11         617       
33     80         11         654       
121     80         11         640       
88     80         11         717       
110     80         11         571       
110     80         11         537       
165     80         11         461       
55     80         11         696       
121     80         11         619       
121     80         11         539       
99     80         11         603       
88     80         11         657       
187     80         11         767       
88     80         11         597       
66     80         11         724       
143     80         11         513       
132     80         11         641       
121     80         11         674       
198     80         11         697       
99     80         11         711       
77     80         11         708       
143     80         11         662       
143     80         11         542       
110     80         11         660       
231     80         11         606       
110     80         11         620       
132     80         11         774       
132     80         11         556       
143     80         11         580       
99     80         11         556       
132     80         11         564       
88     80         11         584       
132     80         11         645       
132     80         11         607       
198     80         11         608       
77     80         11         532       
121     80         11         596       
121     80         11         572       
110     80         11         649       
77     80         11         670       
143     80         11         782       
44     80         11         693       
77     80         11         620       
66     80         11         732       
66     80         11         635       
99     80         11         519       
110     80         11         581       
121     80         11         782       
88     80         11         717       
121     80         11         941       
110     80         11         764       
77     80         11         489       
88     80         11         625       
110     80         11         697       
143     80         11         528       
88     80         11         637       
121     80         11         644       
55     80         11         630       
66     80         11         603       
66     80         11         670       
88     80         11         694       
77     80         11         597       
77     80         11         620       
55     80         11         539       
110     80         11         464       
132     80         11         479       
77     80         11         718       
77     80         11         636       
88     80         11         878       
110     80         11         705       
121     80         11         738       
110     80         11         660       
88     80         11         729       
132     80         11         550       
66     80         11         739       
121     80         11         703       
33     80         11         662       
99     80         11         577       
88     80         11         667       
143     80         13         704       
143     80         13         722       
169     80         13         712       
117     80         13         620       
130     80         13         691       
169     80         13         597       
104     80         13         686       
117     80         13         859       
117     80         13         624       
130     80         13         668       
104     80         13         668       
130     80         13         978       
65     80         13         633       
78     80         13         604       
130     80         13         631       
65     80         13         611       
143     80         13         683       
156     80         13         771       
130     80         13         787       
143     80         13         752       
78     80         13         838       
104     80         13         574       
104     80         13         583       
39     80         13         666       
143     80         13         828       
104     80         13         709       
130     80         13         777       
104     80         13         620       
130     80         13         649       
78     80         13         705       
143     80         13         666       
91     80         13         726       
130     80         13         706       
130     80         13         617       
130     80         13         687       
91     80         13         650       
117     80         13         662       
130     80         13         610       
156     80         13         647       
104     80         13         565       
156     80         13         764       
195     80         13         758       
104     80         13         624       
117     80         13         611       
104     80         13         691       
143     80         13         903       
78     80         13         682       
65     80         13         530       
169     80         13         840       
156     80         13         636       
130     80         13         579       
117     80         13         593       
156     80         13         829       
117     80         13         841       
169     80         13         550       
91     80         13         738       
104     80         13         726       
156     80         13         695       
117     80         13         593       
169     80         13         680       
169     80         13         732       
182     80         13         864       
156     80         13         744       
117     80         13         634       
130     80         13         492       
104     80         13         763       
130     80         13         646       
117     80         13         689       
39     80         13         1026      
156     80         13         679       
104     80         13         665       
130     80         13         738       
156     80         13         677       
78     80         13         792       
156     80         13         631       
182     80         13         821       
65     80         13         578       
104     80         13         653       
143     80         13         715       
117     80         13         569       
195     80         13         653       
156     80         13         585       
104     80         13         775       
117     80         13         658       
130     80         13         665       
130     80         13         714       
156     80         13         586       
78     80         13         647       
117     80         13         672       
143     80         13         774       
91     80         13         663       
117     80         13         564       
143     80         13         624       
169     80         13         724       
130     80         13         728       
117     80         13         765       
130     80         13         736       
52     80         13         631       
156     80         13         718       
143     80         13         700       
105     80         15         773       
150     80         15         919       
135     80         15         820       
135     80         15         959       
165     80         15         725       
165     80         15         967       
165     80         15         597       
135     80         15         742       
60     80         15         1026      
195     80         15         703       
60     80         15         679       
180     80         15         799       
150     80         15         581       
180     80         15         791       
90     80         15         654       
165     80         15         818       
180     80         15         712       
150     80         15         680       
165     80         15         794       
75     80         15         796       
105     80         15         708       
90     80         15         735       
180     80         15         800       
120     80         15         644       
150     80         15         849       
105     80         15         615       
225     80         15         669       
120     80         15         675       
135     80         15         923       
105     80         15         687       
165     80         15         1039      
150     80         15         686       
150     80         15         653       
150     80         15         609       
75     80         15         681       
105     80         15         753       
60     80         15         631       
195     80         15         742       
165     80         15         702       
120     80         15         777       
180     80         15         721       
165     80         15         676       
180     80         15         825       
135     80         15         712       
120     80         15         702       
60     80         15         645       
60     80         15         639       
150     80         15         757       
60     80         15         715       
135     80         15         741       
165     80         15         723       
45     80         15         744       
120     80         15         855       
180     80         15         643       
75     80         15         891       
180     80         15         793       
90     80         15         791       
150     80         15         707       
120     80         15         826       
150     80         15         838       
195     80         15         832       
180     80         15         695       
150     80         15         805       
120     80         15         1032      
165     80         15         600       
150     80         15         814       
120     80         15         581       
180     80         15         895       
165     80         15         836       
180     80         15         777       
75     80         15         681       
135     80         15         788       
90     80         15         731       
105     80         15         735       
90     80         15         762       
165     80         15         639       
195     80         15         695       
165     80         15         749       
135     80         15         609       
135     80         15         672       
210     80         15         689       
180     80         15         739       
75     80         15         678       
135     80         15         656       
165     80         15         616       
150     80         15         702       
180     80         15         823       
135     80         15         668       
30     80         15         796       
30     80         15         837       
120     80         15         822       
120     80         15         757       
150     80         15         1056      
240     80         15         807       
105     80         15         894       
165     80         15         795       
150     80         15         821       
90     80         15         618       
150     80         15         701       
120     80         15         671       
147     160        3          761       
252     160        3          846       
162     160        3          892       
336     160        3          735       
276     160        3          748       
156     160        3          1004      
57     160        3          794       
123     160        3          921       
219     160        3          698       
120     160        3          644       
216     160        3          735       
414     160        3          816       
84     160        3          671       
414     160        3          999       
183     160        3          771       
165     160        3          820       
288     160        3          1075      
165     160        3          836       
63     160        3          645       
57     160        3          685       
339     160        3          912       
51     160        3          866       
291     160        3          952       
228     160        3          792       
279     160        3          1062      
381     160        3          906       
201     160        3          844       
315     160        3          1382      
204     160        3          857       
297     160        3          758       
273     160        3          799       
126     160        3          901       
174     160        3          737       
93     160        3          845       
129     160        3          802       
60     160        3          775       
201     160        3          926       
48     160        3          794       
165     160        3          838       
198     160        3          798       
150     160        3          794       
198     160        3          876       
141     160        3          869       
144     160        3          895       
174     160        3          839       
174     160        3          971       
54     160        3          697       
330     160        3          781       
213     160        3          827       
249     160        3          828       
63     160        3          989       
306     160        3          793       
177     160        3          880       
285     160        3          812       
192     160        3          978       
321     160        3          911       
162     160        3          835       
261     160        3          654       
324     160        3          802       
162     160        3          824       
312     160        3          895       
81     160        3          765       
249     160        3          797       
180     160        3          818       
72     160        3          1123      
120     160        3          850       
87     160        3          954       
186     160        3          730       
252     160        3          793       
60     160        3          816       
120     160        3          920       
126     160        3          862       
372     160        3          762       
87     160        3          765       
174     160        3          1012      
288     160        3          873       
63     160        3          850       
381     160        3          873       
228     160        3          972       
138     160        3          1040      
180     160        3          760       
84     160        3          1021      
210     160        3          707       
153     160        3          718       
180     160        3          886       
285     160        3          813       
255     160        3          756       
150     160        3          778       
150     160        3          740       
255     160        3          771       
255     160        3          938       
201     160        3          1071      
318     160        3          840       
144     160        3          704       
165     160        3          797       
231     160        3          943       
225     160        3          812       
261     160        3          761       
171     160        3          844       
102     160        3          849       
30     160        5          890       
240     160        5          933       
140     160        5          864       
115     160        5          1008      
205     160        5          994       
205     160        5          1196      
210     160        5          1143      
155     160        5          1009      
200     160        5          1288      
190     160        5          1014      
170     160        5          1216      
190     160        5          1317      
115     160        5          1176      
235     160        5          846       
100     160        5          1387      
170     160        5          1136      
80     160        5          859       
245     160        5          1282      
185     160        5          1122      
280     160        5          978       
55     160        5          820       
65     160        5          1194      
165     160        5          1122      
90     160        5          1116      
220     160        5          1231      
140     160        5          1166      
205     160        5          961       
220     160        5          923       
155     160        5          1083      
135     160        5          936       
220     160        5          1404      
190     160        5          857       
50     160        5          1028      
220     160        5          1085      
55     160        5          1004      
85     160        5          999       
100     160        5          1140      
155     160        5          1157      
190     160        5          1021      
135     160        5          1139      
75     160        5          895       
145     160        5          1270      
210     160        5          1108      
180     160        5          956       
125     160        5          1154      
130     160        5          1015      
95     160        5          1225      
260     160        5          1060      
65     160        5          1016      
55     160        5          976       
210     160        5          959       
115     160        5          856       
85     160        5          1215      
105     160        5          1033      
190     160        5          1150      
130     160        5          989       
240     160        5          1173      
110     160        5          1020      
85     160        5          1134      
180     160        5          1186      
105     160        5          950       
270     160        5          1063      
25     160        5          1149      
50     160        5          972       
65     160        5          959       
225     160        5          1152      
260     160        5          1387      
45     160        5          1069      
195     160        5          988       
80     160        5          1058      
140     160        5          1086      
145     160        5          847       
240     160        5          878       
135     160        5          978       
75     160        5          975       
210     160        5          977       
125     160        5          1071      
160     160        5          942       
125     160        5          1106      
250     160        5          980       
75     160        5          1030      
120     160        5          976       
70     160        5          1087      
295     160        5          1012      
90     160        5          947       
315     160        5          991       
105     160        5          820       
270     160        5          1065      
305     160        5          964       
75     160        5          1042      
35     160        5          879       
50     160        5          1094      
150     160        5          1043      
75     160        5          1022      
140     160        5          1065      
115     160        5          1043      
60     160        5          837       
240     160        5          900       
110     160        5          1029      
225     160        5          847       
301     160        7          1270      
112     160        7          989       
231     160        7          1264      
49     160        7          1211      
56     160        7          1348      
224     160        7          1501      
210     160        7          1156      
147     160        7          907       
266     160        7          1086      
182     160        7          1383      
245     160        7          1508      
203     160        7          1296      
231     160        7          1284      
56     160        7          1260      
154     160        7          1274      
35     160        7          1032      
203     160        7          1617      
238     160        7          1661      
203     160        7          1137      
252     160        7          1666      
175     160        7          1054      
210     160        7          1457      
175     160        7          1612      
203     160        7          1196      
217     160        7          1231      
182     160        7          1497      
119     160        7          1219      
105     160        7          1393      
203     160        7          1269      
42     160        7          1181      
203     160        7          1085      
301     160        7          1268      
231     160        7          1045      
98     160        7          1475      
189     160        7          1172      
140     160        7          1084      
168     160        7          1073      
98     160        7          962       
231     160        7          1441      
224     160        7          1447      
182     160        7          1099      
203     160        7          1171      
259     160        7          1250      
105     160        7          1431      
252     160        7          993       
98     160        7          982       
259     160        7          1469      
154     160        7          1030      
175     160        7          1295      
154     160        7          884       
182     160        7          1308      
147     160        7          1005      
203     160        7          1297      
203     160        7          1595      
280     160        7          1364      
273     160        7          1302      
91     160        7          1393      
238     160        7          1228      
245     160        7          1225      
175     160        7          1384      
203     160        7          1486      
63     160        7          1295      
189     160        7          1560      
273     160        7          1281      
105     160        7          1225      
84     160        7          1007      
140     160        7          1326      
189     160        7          1107      
210     160        7          1267      
217     160        7          1137      
161     160        7          1466      
105     160        7          1169      
196     160        7          1219      
203     160        7          907       
266     160        7          1048      
196     160        7          1361      
133     160        7          1330      
245     160        7          1211      
315     160        7          1036      
217     160        7          1323      
196     160        7          1129      
280     160        7          1735      
133     160        7          1183      
217     160        7          1020      
182     160        7          1171      
140     160        7          1248      
175     160        7          1236      
210     160        7          1425      
56     160        7          1168      
189     160        7          1037      
189     160        7          1337      
161     160        7          1159      
266     160        7          1062      
203     160        7          1213      
231     160        7          1440      
231     160        7          1701      
294     160        7          1175      
49     160        7          1094      
119     160        7          1173      
273     160        7          1162      
261     160        9          1344      
261     160        9          1396      
306     160        9          1399      
72     160        9          1308      
207     160        9          1577      
180     160        9          1535      
144     160        9          1133      
306     160        9          1374      
297     160        9          1278      
252     160        9          1201      
207     160        9          1726      
126     160        9          1240      
153     160        9          1311      
288     160        9          1227      
54     160        9          1515      
63     160        9          1329      
63     160        9          1824      
126     160        9          1062      
333     160        9          1261      
261     160        9          1478      
270     160        9          1771      
207     160        9          1130      
207     160        9          1332      
81     160        9          1599      
189     160        9          1338      
261     160        9          1315      
252     160        9          1261      
72     160        9          1708      
207     160        9          1364      
180     160        9          1228      
117     160        9          1297      
261     160        9          1357      
378     160        9          1283      
189     160        9          1260      
81     160        9          1445      
45     160        9          1407      
225     160        9          1430      
189     160        9          1900      
279     160        9          2257      
369     160        9          1764      
225     160        9          1326      
153     160        9          1114      
117     160        9          1157      
171     160        9          1300      
198     160        9          1249      
405     160        9          1568      
180     160        9          1354      
342     160        9          1286      
261     160        9          1288      
315     160        9          1060      
63     160        9          1413      
360     160        9          1397      
225     160        9          1643      
288     160        9          1659      
342     160        9          1362      
135     160        9          1343      
189     160        9          1199      
297     160        9          1763      
216     160        9          1054      
135     160        9          1333      
