Count      N          d          Go Home   
65     40         13         293       
91     40         13         298       
13     40         13         263       
78     40         13         306       
78     40         13         216       
91     40         13         382       
117     40         13         263       
91     40         13         252       
78     40         13         379       
78     40         13         239       
104     40         13         256       
65     40         13         236       
65     40         13         287       
78     40         13         258       
65     40         13         260       
26     40         13         225       
91     40         13         338       
104     40         13         219       
91     40         13         288       
78     40         13         254       
39     40         13         317       
52     40         13         293       
117     40         13         252       
78     40         13         317       
78     40         13         292       
78     40         13         308       
52     40         13         249       
91     40         13         246       
91     40         13         214       
65     40         13         285       
78     40         13         308       
78     40         13         273       
78     40         13         257       
65     40         13         360       
78     40         13         371       
52     40         13         241       
130     40         13         237       
104     40         13         228       
91     40         13         244       
65     40         13         252       
91     40         13         322       
143     40         13         303       
13     40         13         232       
39     40         13         290       
52     40         13         272       
78     40         13         273       
130     40         13         386       
52     40         13         319       
26     40         13         262       
91     40         13         316       
52     40         13         295       
78     40         13         201       
91     40         13         354       
130     40         13         256       
91     40         13         345       
65     40         13         248       
104     40         13         242       
78     40         13         366       
78     40         13         272       
78     40         13         391       
91     40         13         320       
91     40         13         252       
65     40         13         306       
78     40         13         301       
65     40         13         359       
52     40         13         212       
52     40         13         297       
117     40         13         259       
91     40         13         231       
26     40         13         327       
26     40         13         282       
91     40         13         289       
78     40         13         318       
104     40         13         260       
52     40         13         431       
117     40         13         304       
39     40         13         216       
104     40         13         313       
52     40         13         216       
91     40         13         257       
52     40         13         260       
26     40         13         245       
65     40         13         305       
52     40         13         335       
130     40         13         329       
104     40         13         209       
65     40         13         242       
26     40         13         328       
78     40         13         296       
65     40         13         325       
75     40         15         242       
105     40         15         342       
90     40         15         298       
105     40         15         315       
30     40         15         277       
45     40         15         283       
120     40         15         338       
120     40         15         381       
105     40         15         206       
60     40         15         350       
90     40         15         313       
60     40         15         276       
60     40         15         288       
90     40         15         313       
75     40         15         254       
120     40         15         318       
90     40         15         314       
105     40         15         332       
105     40         15         228       
90     40         15         200       
60     40         15         338       
60     40         15         296       
75     40         15         221       
135     40         15         307       
135     40         15         317       
75     40         15         303       
60     40         15         370       
45     40         15         270       
90     40         15         324       
120     40         15         243       
105     40         15         270       
75     40         15         302       
135     40         15         299       
105     40         15         280       
45     40         15         237       
135     40         15         270       
75     40         15         284       
75     40         15         243       
45     40         15         455       
105     40         15         270       
30     40         15         351       
75     40         15         253       
45     40         15         264       
120     40         15         344       
45     40         15         319       
60     40         15         394       
120     40         15         213       
105     40         15         262       
150     40         15         227       
90     40         15         222       
90     40         15         265       
105     40         15         388       
135     40         15         265       
105     40         15         247       
135     40         15         334       
45     40         15         294       
105     40         15         321       
75     40         15         248       
105     40         15         263       
90     40         15         263       
120     40         15         284       
30     40         15         338       
90     40         15         347       
90     40         15         304       
135     40         15         306       
90     40         15         312       
135     40         15         230       
120     40         15         220       
75     40         15         233       
60     40         15         287       
30     40         15         381       
75     40         15         278       
105     40         15         231       
75     40         15         380       
75     40         15         261       
90     40         15         255       
30     40         15         404       
60     40         15         298       
60     40         15         353       
30     40         15         348       
120     40         15         442       
90     40         15         336       
45     40         15         244       
75     40         15         198       
90     40         15         239       
120     40         15         226       
120     40         15         229       
105     40         15         306       
30     40         15         267       
60     40         15         273       
90     40         15         298       
120     40         15         310       
120     40         15         286       
75     40         15         297       
90     40         15         291       
45     40         15         261       
60     40         15         331       
60     40         15         262       
60     40         15         352       
90     40         15         274       
132     80         3          331       
132     80         3          457       
33     80         3          371       
57     80         3          392       
114     80         3          429       
114     80         3          350       
66     80         3          382       
150     80         3          354       
174     80         3          363       
90     80         3          391       
78     80         3          478       
102     80         3          389       
45     80         3          346       
138     80         3          426       
120     80         3          453       
78     80         3          421       
39     80         3          401       
42     80         3          347       
81     80         3          335       
246     80         3          356       
75     80         3          357       
45     80         3          369       
102     80         3          492       
108     80         3          448       
60     80         3          346       
120     80         3          341       
66     80         3          329       
141     80         3          415       
51     80         3          310       
78     80         3          396       
159     80         3          399       
69     80         3          420       
132     80         3          394       
51     80         3          346       
159     80         3          294       
144     80         3          297       
72     80         3          349       
144     80         3          420       
63     80         3          464       
258     80         3          495       
138     80         3          421       
111     80         3          376       
66     80         3          397       
57     80         3          421       
24     80         3          427       
153     80         3          454       
165     80         3          339       
60     80         3          340       
48     80         3          355       
93     80         3          321       
219     80         3          403       
117     80         3          495       
96     80         3          455       
111     80         3          524       
111     80         3          474       
63     80         3          337       
156     80         3          387       
135     80         3          300       
78     80         3          448       
99     80         3          411       
120     80         3          434       
147     80         3          423       
30     80         3          296       
123     80         3          351       
135     80         3          408       
33     80         3          331       
120     80         3          447       
75     80         3          532       
57     80         3          347       
93     80         3          361       
126     80         3          418       
66     80         3          286       
93     80         3          443       
129     80         3          436       
102     80         3          334       
114     80         3          351       
72     80         3          501       
72     80         3          383       
138     80         3          288       
162     80         3          390       
150     80         3          320       
75     80         3          469       
45     80         3          441       
30     80         3          428       
129     80         3          424       
39     80         3          429       
84     80         3          346       
75     80         3          434       
96     80         3          430       
84     80         3          361       
12     80         3          490       
78     80         3          325       
84     80         3          468       
78     80         3          356       
141     80         3          510       
81     80         3          438       
87     80         3          393       
33     80         3          347       
168     80         3          314       
33     80         3          437       
45     80         5          457       
50     80         5          343       
60     80         5          384       
85     80         5          434       
90     80         5          520       
50     80         5          444       
165     80         5          486       
40     80         5          386       
85     80         5          526       
25     80         5          472       
150     80         5          531       
45     80         5          571       
155     80         5          475       
105     80         5          566       
80     80         5          591       
165     80         5          710       
40     80         5          441       
100     80         5          392       
95     80         5          438       
105     80         5          441       
95     80         5          613       
125     80         5          687       
20     80         5          369       
155     80         5          537       
65     80         5          467       
100     80         5          459       
130     80         5          415       
115     80         5          435       
80     80         5          581       
45     80         5          476       
95     80         5          427       
80     80         5          548       
75     80         5          425       
95     80         5          546       
70     80         5          415       
45     80         5          609       
160     80         5          792       
30     80         5          545       
55     80         5          508       
60     80         5          416       
115     80         5          339       
95     80         5          447       
55     80         5          597       
95     80         5          563       
70     80         5          368       
130     80         5          350       
40     80         5          463       
105     80         5          530       
60     80         5          535       
120     80         5          366       
120     80         5          454       
90     80         5          489       
45     80         5          525       
90     80         5          461       
40     80         5          459       
115     80         5          626       
80     80         5          638       
75     80         5          348       
115     80         5          557       
110     80         5          571       
100     80         5          521       
65     80         5          533       
90     80         5          466       
140     80         5          351       
95     80         5          476       
85     80         5          410       
85     80         5          349       
140     80         5          353       
155     80         5          434       
120     80         5          486       
105     80         5          441       
30     80         5          425       
100     80         5          443       
50     80         5          529       
145     80         5          438       
40     80         5          378       
120     80         5          435       
35     80         5          553       
65     80         5          472       
110     80         5          402       
150     80         5          491       
90     80         5          440       
50     80         5          471       
90     80         5          418       
80     80         5          409       
105     80         5          630       
150     80         5          396       
175     80         5          594       
110     80         5          387       
75     80         5          378       
50     80         5          316       
70     80         5          405       
75     80         5          366       
120     80         5          656       
75     80         5          444       
65     80         5          380       
90     80         5          422       
75     80         5          529       
80     80         5          490       
25     80         5          425       
49     80         7          670       
98     80         7          498       
77     80         7          498       
77     80         7          375       
126     80         7          462       
168     80         7          620       
98     80         7          414       
84     80         7          600       
119     80         7          550       
56     80         7          494       
112     80         7          560       
84     80         7          493       
42     80         7          576       
70     80         7          460       
112     80         7          593       
126     80         7          549       
140     80         7          550       
49     80         7          535       
161     80         7          461       
140     80         7          489       
126     80         7          609       
168     80         7          638       
112     80         7          670       
105     80         7          443       
77     80         7          489       
42     80         7          446       
126     80         7          634       
77     80         7          664       
119     80         7          524       
133     80         7          667       
161     80         7          518       
77     80         7          597       
147     80         7          452       
133     80         7          412       
98     80         7          471       
140     80         7          459       
196     80         7          432       
133     80         7          543       
147     80         7          507       
126     80         7          421       
133     80         7          423       
119     80         7          500       
210     80         7          654       
84     80         7          616       
70     80         7          488       
42     80         7          515       
161     80         7          563       
28     80         7          506       
112     80         7          535       
70     80         7          570       
84     80         7          494       
105     80         7          446       
70     80         7          467       
147     80         7          460       
175     80         7          616       
133     80         7          424       
140     80         7          704       
91     80         7          487       
168     80         7          498       
91     80         7          465       
161     80         7          660       
98     80         7          890       
77     80         7          502       
84     80         7          531       
84     80         7          652       
91     80         7          575       
112     80         7          416       
119     80         7          456       
133     80         7          535       
154     80         7          445       
175     80         7          534       
126     80         7          518       
147     80         7          459       
168     80         7          607       
105     80         7          460       
126     80         7          499       
35     80         7          507       
119     80         7          469       
77     80         7          572       
84     80         7          500       
140     80         7          495       
105     80         7          468       
49     80         7          565       
126     80         7          537       
49     80         7          503       
84     80         7          534       
56     80         7          439       
126     80         7          519       
140     80         7          585       
140     80         7          458       
98     80         7          692       
98     80         7          642       
35     80         7          530       
49     80         7          703       
98     80         7          565       
77     80         7          538       
112     80         7          551       
35     80         7          392       
105     80         7          694       
42     80         7          454       
135     80         9          573       
108     80         9          581       
99     80         9          462       
72     80         9          557       
99     80         9          687       
36     80         9          573       
45     80         9          576       
144     80         9          480       
72     80         9          710       
54     80         9          514       
126     80         9          750       
81     80         9          710       
45     80         9          625       
189     80         9          709       
63     80         9          976       
63     80         9          586       
72     80         9          503       
54     80         9          506       
153     80         9          670       
153     80         9          654       
36     80         9          566       
162     80         9          416       
90     80         9          608       
72     80         9          509       
162     80         9          653       
171     80         9          536       
27     80         9          467       
126     80         9          581       
180     80         9          523       
117     80         9          552       
63     80         9          571       
63     80         9          657       
27     80         9          540       
54     80         9          596       
108     80         9          610       
153     80         9          533       
54     80         9          556       
72     80         9          498       
72     80         9          523       
117     80         9          631       
144     80         9          719       
144     80         9          577       
99     80         9          684       
81     80         9          573       
36     80         9          539       
180     80         9          642       
99     80         9          495       
117     80         9          547       
162     80         9          619       
81     80         9          721       
72     80         9          499       
90     80         9          461       
117     80         9          503       
99     80         9          581       
162     80         9          583       
90     80         9          740       
72     80         9          584       
135     80         9          553       
54     80         9          502       
54     80         9          613       
117     80         9          649       
72     80         9          776       
135     80         9          786       
27     80         9          560       
144     80         9          714       
63     80         9          589       
45     80         9          533       
153     80         9          635       
54     80         9          591       
126     80         9          546       
63     80         9          596       
63     80         9          589       
63     80         9          562       
126     80         9          790       
63     80         9          523       
72     80         9          600       
108     80         9          573       
126     80         9          524       
144     80         9          482       
54     80         9          505       
189     80         9          620       
144     80         9          586       
117     80         9          681       
180     80         9          615       
45     80         9          556       
108     80         9          593       
171     80         9          919       
63     80         9          680       
135     80         9          615       
144     80         9          567       
180     80         9          619       
54     80         9          502       
54     80         9          533       
45     80         9          662       
99     80         9          576       
171     80         9          557       
117     80         9          536       
27     80         9          552       
90     80         9          683       
180     80         9          472       
88     80         11         656       
22     80         11         734       
99     80         11         694       
165     80         11         508       
99     80         11         765       
110     80         11         581       
88     80         11         768       
110     80         11         579       
77     80         11         667       
44     80         11         595       
99     80         11         708       
88     80         11         757       
77     80         11         554       
132     80         11         618       
44     80         11         572       
66     80         11         577       
143     80         11         695       
99     80         11         590       
132     80         11         680       
132     80         11         772       
110     80         11         597       
66     80         11         668       
88     80         11         662       
121     80         11         673       
66     80         11         526       
110     80         11         725       
121     80         11         813       
99     80         11         863       
66     80         11         758       
88     80         11         688       
88     80         11         722       
154     80         11         532       
77     80         11         714       
33     80         11         537       
121     80         11         663       
132     80         11         653       
88     80         11         671       
220     80         11         858       
165     80         11         617       
176     80         11         604       
99     80         11         553       
66     80         11         579       
99     80         11         639       
66     80         11         721       
176     80         11         751       
88     80         11         742       
99     80         11         613       
143     80         11         589       
77     80         11         575       
77     80         11         798       
165     80         11         534       
99     80         11         736       
77     80         11         583       
55     80         11         768       
121     80         11         563       
121     80         11         654       
187     80         11         546       
99     80         11         486       
110     80         11         536       
121     80         11         555       
154     80         11         600       
99     80         11         629       
165     80         11         555       
77     80         11         560       
77     80         11         544       
154     80         11         674       
66     80         11         601       
22     80         11         560       
22     80         11         593       
99     80         11         654       
154     80         11         485       
198     80         11         615       
55     80         11         567       
132     80         11         793       
99     80         11         840       
143     80         11         654       
110     80         11         619       
110     80         11         864       
77     80         11         555       
66     80         11         642       
110     80         11         605       
165     80         11         613       
110     80         11         599       
110     80         11         625       
121     80         11         917       
77     80         11         493       
77     80         11         678       
110     80         11         535       
176     80         11         566       
33     80         11         691       
132     80         11         794       
99     80         11         656       
99     80         11         636       
154     80         11         679       
165     80         11         602       
110     80         11         578       
88     80         11         617       
165     80         11         582       
88     80         11         635       
88     80         11         505       
130     80         13         666       
52     80         13         623       
91     80         13         772       
169     80         13         793       
91     80         13         730       
117     80         13         723       
78     80         13         675       
156     80         13         845       
130     80         13         650       
130     80         13         723       
130     80         13         761       
117     80         13         657       
182     80         13         903       
104     80         13         712       
26     80         13         614       
78     80         13         637       
169     80         13         924       
169     80         13         733       
143     80         13         669       
156     80         13         931       
117     80         13         632       
143     80         13         743       
39     80         13         715       
169     80         13         541       
130     80         13         643       
130     80         13         858       
91     80         13         670       
104     80         13         622       
208     80         13         629       
143     80         13         597       
65     80         13         636       
208     80         13         727       
104     80         13         620       
182     80         13         703       
104     80         13         767       
117     80         13         683       
143     80         13         609       
156     80         13         753       
104     80         13         660       
169     80         13         667       
104     80         13         621       
104     80         13         680       
52     80         13         633       
91     80         13         698       
182     80         13         899       
104     80         13         687       
156     80         13         726       
130     80         13         554       
78     80         13         684       
104     80         13         669       
65     80         13         621       
39     80         13         694       
117     80         13         569       
130     80         13         700       
91     80         13         687       
169     80         13         899       
91     80         13         684       
117     80         13         627       
143     80         13         754       
104     80         13         888       
91     80         13         748       
104     80         13         649       
130     80         13         597       
143     80         13         595       
143     80         13         667       
65     80         13         809       
117     80         13         792       
104     80         13         597       
169     80         13         619       
117     80         13         633       
117     80         13         862       
104     80         13         700       
143     80         13         706       
130     80         13         569       
143     80         13         931       
130     80         13         650       
78     80         13         786       
91     80         13         817       
117     80         13         791       
78     80         13         633       
117     80         13         600       
143     80         13         781       
117     80         13         697       
156     80         13         629       
195     80         13         878       
104     80         13         594       
26     80         13         597       
91     80         13         723       
104     80         13         753       
143     80         13         830       
104     80         13         738       
143     80         13         734       
156     80         13         637       
13     80         13         642       
143     80         13         685       
78     80         13         677       
130     80         13         697       
130     80         13         666       
117     80         13         672       
143     80         13         642       
165     80         15         832       
195     80         15         856       
105     80         15         800       
120     80         15         770       
165     80         15         583       
210     80         15         744       
150     80         15         846       
90     80         15         691       
165     80         15         684       
120     80         15         731       
105     80         15         719       
60     80         15         748       
165     80         15         868       
120     80         15         751       
165     80         15         638       
150     80         15         694       
120     80         15         605       
45     80         15         651       
165     80         15         689       
165     80         15         760       
90     80         15         642       
135     80         15         695       
105     80         15         747       
180     80         15         742       
120     80         15         676       
225     80         15         635       
105     80         15         899       
195     80         15         847       
105     80         15         848       
135     80         15         734       
150     80         15         667       
105     80         15         742       
135     80         15         693       
165     80         15         996       
75     80         15         739       
180     80         15         971       
255     80         15         566       
45     80         15         755       
135     80         15         921       
105     80         15         696       
105     80         15         719       
135     80         15         760       
150     80         15         665       
180     80         15         654       
165     80         15         772       
210     80         15         935       
60     80         15         727       
105     80         15         696       
90     80         15         696       
195     80         15         558       
135     80         15         816       
105     80         15         732       
195     80         15         794       
30     80         15         659       
165     80         15         796       
120     80         15         630       
165     80         15         846       
135     80         15         768       
180     80         15         946       
120     80         15         752       
165     80         15         676       
165     80         15         773       
45     80         15         677       
135     80         15         658       
165     80         15         580       
75     80         15         571       
150     80         15         995       
60     80         15         786       
120     80         15         561       
150     80         15         815       
120     80         15         627       
195     80         15         913       
75     80         15         694       
120     80         15         647       
195     80         15         802       
150     80         15         662       
150     80         15         667       
195     80         15         682       
105     80         15         667       
165     80         15         780       
60     80         15         837       
135     80         15         848       
60     80         15         667       
120     80         15         648       
45     80         15         791       
195     80         15         665       
150     80         15         724       
75     80         15         719       
150     80         15         879       
105     80         15         1050      
180     80         15         689       
135     80         15         671       
135     80         15         623       
90     80         15         716       
150     80         15         656       
90     80         15         736       
180     80         15         685       
165     80         15         700       
180     80         15         690       
180     80         15         649       
378     160        3          805       
282     160        3          795       
153     160        3          753       
117     160        3          770       
54     160        3          1159      
213     160        3          796       
123     160        3          709       
171     160        3          1016      
189     160        3          855       
264     160        3          732       
114     160        3          854       
264     160        3          821       
123     160        3          848       
291     160        3          776       
210     160        3          734       
213     160        3          999       
126     160        3          877       
63     160        3          836       
174     160        3          751       
147     160        3          700       
279     160        3          961       
75     160        3          727       
177     160        3          842       
180     160        3          778       
150     160        3          985       
303     160        3          937       
195     160        3          839       
156     160        3          873       
312     160        3          891       
240     160        3          869       
96     160        3          1096      
336     160        3          846       
312     160        3          936       
303     160        3          741       
150     160        3          1011      
252     160        3          994       
225     160        3          870       
375     160        3          707       
258     160        3          959       
144     160        3          687       
171     160        3          844       
147     160        3          729       
189     160        3          1005      
318     160        3          723       
129     160        3          1112      
63     160        3          844       
150     160        3          835       
132     160        3          845       
126     160        3          907       
300     160        3          902       
324     160        3          717       
285     160        3          851       
261     160        3          860       
225     160        3          862       
282     160        3          769       
282     160        3          851       
153     160        3          765       
234     160        3          948       
57     160        3          793       
240     160        3          810       
114     160        3          740       
69     160        3          736       
111     160        3          896       
225     160        3          980       
201     160        3          955       
264     160        3          832       
144     160        3          818       
225     160        3          755       
186     160        3          959       
216     160        3          934       
159     160        3          926       
249     160        3          683       
264     160        3          840       
345     160        3          1001      
165     160        3          695       
150     160        3          681       
312     160        3          850       
216     160        3          807       
270     160        3          986       
87     160        3          906       
270     160        3          919       
240     160        3          830       
279     160        3          693       
135     160        3          860       
66     160        3          859       
81     160        3          841       
333     160        3          888       
285     160        3          813       
387     160        3          1083      
321     160        3          668       
87     160        3          865       
309     160        3          1026      
99     160        3          722       
198     160        3          686       
60     160        3          949       
123     160        3          850       
129     160        3          996       
366     160        3          861       
237     160        3          1099      
195     160        3          1016      
190     160        5          1300      
60     160        5          1025      
235     160        5          1087      
260     160        5          1202      
180     160        5          1121      
190     160        5          1386      
215     160        5          1068      
40     160        5          958       
215     160        5          1158      
105     160        5          1060      
100     160        5          945       
105     160        5          1281      
235     160        5          1132      
200     160        5          849       
170     160        5          1060      
240     160        5          1207      
250     160        5          1516      
150     160        5          1002      
65     160        5          1034      
145     160        5          960       
255     160        5          1132      
230     160        5          894       
210     160        5          890       
40     160        5          828       
225     160        5          1124      
230     160        5          1056      
105     160        5          1328      
215     160        5          1061      
210     160        5          1448      
180     160        5          1139      
130     160        5          857       
240     160        5          884       
70     160        5          878       
100     160        5          886       
190     160        5          1074      
275     160        5          1084      
95     160        5          866       
230     160        5          1086      
170     160        5          1008      
180     160        5          945       
100     160        5          981       
140     160        5          1010      
200     160        5          1004      
200     160        5          911       
125     160        5          995       
80     160        5          1017      
220     160        5          923       
320     160        5          1048      
80     160        5          970       
185     160        5          928       
105     160        5          1004      
275     160        5          988       
270     160        5          830       
35     160        5          952       
130     160        5          1127      
185     160        5          1051      
140     160        5          1113      
90     160        5          908       
225     160        5          1168      
175     160        5          1079      
125     160        5          1085      
90     160        5          854       
45     160        5          860       
105     160        5          1042      
270     160        5          1013      
145     160        5          1028      
130     160        5          1029      
180     160        5          910       
160     160        5          1042      
220     160        5          1115      
160     160        5          1078      
300     160        5          895       
155     160        5          1021      
275     160        5          1052      
40     160        5          871       
40     160        5          1087      
235     160        5          1463      
120     160        5          850       
260     160        5          905       
120     160        5          1121      
225     160        5          1094      
250     160        5          888       
165     160        5          945       
190     160        5          1042      
90     160        5          973       
255     160        5          1131      
200     160        5          926       
245     160        5          1000      
100     160        5          1285      
160     160        5          822       
130     160        5          875       
100     160        5          907       
175     160        5          1100      
55     160        5          819       
270     160        5          1077      
155     160        5          973       
95     160        5          992       
80     160        5          929       
100     160        5          929       
65     160        5          1016      
161     160        7          1196      
301     160        7          1564      
210     160        7          1331      
70     160        7          1043      
168     160        7          1094      
301     160        7          1747      
308     160        7          1400      
196     160        7          1170      
77     160        7          1012      
105     160        7          903       
112     160        7          1129      
252     160        7          1362      
42     160        7          1185      
133     160        7          1076      
147     160        7          1317      
140     160        7          1114      
203     160        7          1185      
224     160        7          1165      
203     160        7          1112      
147     160        7          1391      
