Count      N          d          Go Home   
156     160        13         1565      
338     160        13         1525      
182     160        13         1719      
325     160        13         1447      
117     160        13         1765      
312     160        13         1537      
182     160        13         1418      
130     160        13         1685      
312     160        13         1664      
182     160        13         1434      
117     160        13         1755      
65     160        13         1403      
156     160        13         1695      
286     160        13         1547      
195     160        13         1565      
299     160        13         1443      
182     160        13         1725      
104     160        13         1938      
117     160        13         1767      
234     160        13         1486      
117     160        13         1661      
195     160        13         1593      
260     160        13         1658      
325     160        13         2011      
78     160        13         1445      
208     160        13         1725      
182     160        13         1885      
351     160        13         1566      
260     160        13         1610      
208     160        13         1505      
390     160        13         1466      
117     160        13         1517      
390     160        13         1863      
130     160        13         1337      
130     160        13         1388      
403     160        13         1381      
286     160        13         1333      
195     160        13         1762      
182     160        13         1844      
169     160        13         1583      
338     160        13         1520      
312     160        13         1392      
299     160        13         1693      
234     160        13         1358      
208     160        13         1476      
312     160        13         1843      
286     160        13         1787      
143     160        13         1716      
221     160        13         1446      
260     160        13         1693      
182     160        13         1325      
180     160        15         1462      
120     160        15         2032      
165     160        15         1717      
75     160        15         1617      
150     160        15         2178      
150     160        15         1824      
255     160        15         1735      
405     160        15         1523      
210     160        15         1671      
90     160        15         1611      
300     160        15         1413      
285     160        15         1329      
300     160        15         1910      
375     160        15         1662      
120     160        15         1736      
255     160        15         1508      
150     160        15         2016      
270     160        15         1563      
180     160        15         1682      
150     160        15         1797      
315     160        15         1974      
315     160        15         1550      
300     160        15         1466      
180     160        15         1981      
120     160        15         1867      
360     160        15         1370      
45     160        15         1848      
210     160        15         1958      
60     160        15         1968      
165     160        15         1618      
345     160        15         1672      
285     160        15         1803      
165     160        15         2214      
300     160        15         1714      
195     160        15         1942      
300     160        15         1574      
300     160        15         1537      
150     160        15         2067      
375     160        15         1725      
360     160        15         1721      
195     160        15         1650      
240     160        15         1643      
375     160        15         1551      
150     160        15         1519      
300     160        15         1544      
255     160        15         1594      
165     160        15         1627      
345     160        15         1855      
150     160        15         1995      
90     160        15         1491      
240     160        15         1666      
210     160        15         1477      
195     160        15         1370      
225     160        15         1882      
165     160        15         1749      
165     160        15         1790      
315     160        15         1865      
255     160        15         1686      
285     160        15         1489      
75     160        15         2516      
30     160        15         1922      
135     160        15         1742      
300     160        15         2005      
105     160        15         1553      
240     160        15         1615      
210     160        15         1887      
90     160        15         1540      
375     160        15         1745      
120     160        15         1653      
300     160        15         1789      
345     160        15         1842      
180     160        15         1579      
150     160        15         1650      
255     160        15         1865      
285     160        15         2174      
315     160        15         2458      
210     160        15         1935      
150     160        15         1701      
300     160        15         1802      
180     160        15         1633      
195     160        15         1604      
180     160        15         1664      
180     160        15         2081      
330     160        15         1935      
150     160        15         1569      
330     160        15         1695      
135     160        15         1881      
180     160        15         1843      
390     160        15         1735      
285     160        15         1686      
285     160        15         1746      
150     160        15         1601      
375     160        15         1889      
90     160        15         2070      
210     160        15         1796      
255     160        15         1658      
180     160        15         1645      
150     160        15         1903      
405     160        15         1909      
165     160        15         1740      
195     320        3          1805      
462     320        3          1967      
654     320        3          1402      
240     320        3          1753      
210     320        3          1831      
291     320        3          1767      
513     320        3          2015      
135     320        3          1552      
216     320        3          1859      
570     320        3          2506      
564     320        3          1684      
42     320        3          1470      
645     320        3          2330      
642     320        3          1635      
279     320        3          1713      
474     320        3          1869      
348     320        3          1633      
339     320        3          2045      
378     320        3          1707      
333     320        3          2100      
480     320        3          1723      
285     320        3          1678      
321     320        3          1897      
219     320        3          2314      
456     320        3          1933      
333     320        3          1559      
171     320        3          1703      
456     320        3          1954      
402     320        3          2169      
102     320        3          1942      
390     320        3          2161      
549     320        3          2331      
156     320        3          2042      
231     320        3          1697      
573     320        3          2197      
243     320        3          1733      
612     320        3          2508      
294     320        3          2018      
609     320        3          1807      
432     320        3          2125      
513     320        3          1898      
213     320        3          1532      
525     320        3          1745      
192     320        3          1900      
81     320        3          1648      
138     320        3          1832      
528     320        3          1893      
333     320        3          1877      
150     320        3          1747      
627     320        3          2263      
444     320        3          2249      
240     320        3          1917      
507     320        3          2029      
582     320        3          1859      
507     320        3          1639      
93     320        3          1667      
291     320        3          1848      
207     320        3          1601      
321     320        3          1599      
516     320        3          1732      
213     320        3          2189      
261     320        3          1993      
486     320        3          1704      
414     320        3          1700      
387     320        3          1781      
357     320        3          2018      
300     320        3          1661      
693     320        3          2099      
399     320        3          1804      
228     320        3          1691      
345     320        3          1821      
480     320        3          1669      
222     320        3          1909      
810     320        3          2081      
396     320        3          1840      
711     320        3          1565      
198     320        3          2098      
249     320        3          1919      
582     320        3          1959      
426     320        3          1840      
747     320        3          1578      
351     320        3          1647      
90     320        3          1831      
549     320        3          1656      
138     320        3          2073      
567     320        3          2127      
600     320        3          1857      
111     320        3          1450      
273     320        3          1609      
186     320        3          1923      
639     320        3          1731      
381     320        3          2041      
429     320        3          1700      
315     320        3          1564      
585     320        3          1892      
426     320        3          1814      
579     320        3          1834      
312     320        3          1870      
174     320        3          1485      
597     320        3          1566      
505     320        5          2843      
470     320        5          2665      
530     320        5          2236      
290     320        5          3216      
195     320        5          1909      
375     320        5          2377      
125     320        5          2144      
585     320        5          2226      
240     320        5          2402      
285     320        5          2019      
475     320        5          2590      
445     320        5          1867      
255     320        5          2217      
450     320        5          2692      
470     320        5          2348      
295     320        5          2445      
100     320        5          2580      
110     320        5          2129      
135     320        5          2544      
275     320        5          2224      
375     320        5          2799      
385     320        5          2216      
435     320        5          2412      
155     320        5          2188      
240     320        5          1960      
485     320        5          2413      
510     320        5          3056      
540     320        5          2455      
325     320        5          2403      
450     320        5          2394      
275     320        5          2547      
475     320        5          2147      
520     320        5          2035      
230     320        5          2382      
330     320        5          2043      
500     320        5          2214      
235     320        5          2166      
415     320        5          1943      
135     320        5          2559      
290     320        5          2379      
515     320        5          2318      
465     320        5          2423      
230     320        5          2675      
295     320        5          2098      
60     320        5          1785      
400     320        5          1899      
195     320        5          2635      
325     320        5          2499      
430     320        5          2058      
140     320        5          1890      
110     320        5          1754      
580     320        5          2162      
425     320        5          2466      
360     320        5          2730      
185     320        5          2097      
315     320        5          2591      
560     320        5          2459      
315     320        5          2370      
165     320        5          1825      
320     320        5          1872      
70     320        5          2039      
160     320        5          2382      
85     320        5          2337      
530     320        5          2030      
515     320        5          2011      
310     320        5          2083      
70     320        5          2142      
530     320        5          2438      
340     320        5          2888      
345     320        5          2100      
125     320        5          2462      
290     320        5          1979      
590     320        5          2184      
380     320        5          2472      
280     320        5          2354      
280     320        5          3119      
440     320        5          1895      
415     320        5          2177      
215     320        5          2041      
535     320        5          2261      
265     320        5          2392      
540     320        5          2243      
475     320        5          1803      
180     320        5          1925      
80     320        5          2699      
310     320        5          2024      
575     320        5          2754      
295     320        5          2173      
490     320        5          2286      
195     320        5          2555      
200     320        5          2205      
210     320        5          2123      
480     320        5          2760      
310     320        5          2429      
425     320        5          2074      
145     320        5          2328      
420     320        5          1806      
105     320        5          2234      
340     320        5          2768      
185     320        5          2408      
231     320        7          2515      
364     320        7          2862      
133     320        7          2442      
483     320        7          2927      
357     320        7          3935      
196     320        7          2207      
525     320        7          2309      
210     320        7          3153      
378     320        7          2456      
91     320        7          2975      
588     320        7          2243      
644     320        7          3437      
266     320        7          3294      
476     320        7          2171      
210     320        7          2500      
560     320        7          2984      
532     320        7          3576      
490     320        7          2717      
119     320        7          2420      
217     320        7          2542      
301     320        7          3698      
259     320        7          2996      
497     320        7          2414      
154     320        7          2616      
336     320        7          3004      
126     320        7          2876      
441     320        7          2573      
231     320        7          2665      
126     320        7          3835      
154     320        7          2563      
140     320        7          2436      
462     320        7          2536      
539     320        7          3264      
504     320        7          2682      
497     320        7          3286      
623     320        7          2115      
497     320        7          2343      
140     320        7          2513      
574     320        7          2797      
70     320        7          2135      
532     320        7          2214      
98     320        7          2278      
133     320        7          2038      
259     320        7          2732      
259     320        7          2609      
308     320        7          2909      
280     320        7          2451      
203     320        7          2596      
560     320        7          2547      
378     320        7          2625      
399     320        7          3143      
434     320        7          2677      
210     320        7          2621      
329     320        7          2393      
259     320        7          2896      
273     320        7          3026      
350     320        7          2698      
476     320        7          3232      
77     320        7          3160      
455     320        7          2454      
504     320        7          2557      
511     320        7          2741      
483     320        7          3386      
434     320        7          3644      
581     320        7          2950      
322     320        7          3591      
651     320        7          3686      
189     320        7          3302      
322     320        7          2692      
644     320        7          2706      
539     320        7          2492      
140     320        7          2333      
98     320        7          3400      
602     320        7          2674      
126     320        7          2932      
462     320        7          3037      
532     320        7          3541      
322     320        7          3114      
161     320        7          2469      
224     320        7          2201      
462     320        7          2946      
210     320        7          2609      
322     320        7          2580      
679     320        7          2407      
504     320        7          2920      
462     320        7          2484      
224     320        7          3205      
301     320        7          3164      
308     320        7          2350      
532     320        7          2112      
427     320        7          2488      
91     320        7          2907      
91     320        7          2504      
525     320        7          2362      
189     320        7          2767      
203     320        7          2498      
147     320        7          2335      
259     320        7          2455      
497     320        7          2582      
189     320        7          2460      
468     320        9          2269      
468     320        9          3456      
225     320        9          3064      
450     320        9          3427      
153     320        9          3118      
522     320        9          3113      
189     320        9          4131      
513     320        9          3208      
153     320        9          2491      
270     320        9          3432      
297     320        9          2485      
576     320        9          2434      
81     320        9          2814      
63     320        9          2668      
432     320        9          2825      
522     320        9          3120      
261     320        9          2905      
486     320        9          2890      
171     320        9          3236      
549     320        9          3447      
360     320        9          3697      
477     320        9          2983      
270     320        9          3523      
522     320        9          3156      
576     320        9          2963      
99     320        9          3094      
486     320        9          2985      
513     320        9          3013      
54     320        9          2617      
414     320        9          3151      
315     320        9          3324      
414     320        9          2832      
243     320        9          3466      
342     320        9          2413      
72     320        9          3054      
225     320        9          3585      
549     320        9          3928      
297     320        9          2596      
288     320        9          2787      
378     320        9          4170      
495     320        9          3341      
387     320        9          2416      
315     320        9          3082      
495     320        9          2929      
558     320        9          2323      
558     320        9          3907      
423     320        9          3187      
342     320        9          2869      
144     320        9          3094      
315     320        9          3180      
585     320        9          3392      
180     320        9          2687      
360     320        9          2852      
306     320        9          3043      
324     320        9          3083      
135     320        9          2949      
90     320        9          3141      
486     320        9          2743      
432     320        9          2850      
342     320        9          3658      
351     320        9          3794      
243     320        9          3316      
513     320        9          3936      
450     320        9          3554      
396     320        9          2965      
495     320        9          3818      
522     320        9          3272      
486     320        9          2586      
81     320        9          2567      
198     320        9          2647      
423     320        9          2584      
99     320        9          2868      
603     320        9          3212      
387     320        9          3342      
315     320        9          3556      
333     320        9          3036      
144     320        9          2903      
513     320        9          2859      
351     320        9          3748      
225     320        9          3067      
486     320        9          3089      
54     320        9          3636      
423     320        9          2830      
576     320        9          2636      
567     320        9          4541      
585     320        9          3077      
180     320        9          2847      
378     320        9          2986      
324     320        9          3169      
477     320        9          2864      
315     320        9          3251      
477     320        9          3421      
405     320        9          2720      
405     320        9          2590      
468     320        9          2902      
531     320        9          3171      
585     320        9          4344      
207     320        9          2669      
441     320        9          2760      
315     320        9          2988      
440     320        11         2950      
440     320        11         3161      
704     320        11         4224      
539     320        11         3967      
704     320        11         2961      
473     320        11         4147      
220     320        11         4052      
671     320        11         3780      
330     320        11         3627      
495     320        11         4076      
330     320        11         2825      
682     320        11         4265      
132     320        11         2698      
143     320        11         2786      
671     320        11         4543      
737     320        11         3155      
550     320        11         2730      
121     320        11         3046      
715     320        11         3860      
715     320        11         3557      
671     320        11         3435      
143     320        11         3389      
495     320        11         4557      
473     320        11         2995      
385     320        11         2853      
583     320        11         2771      
561     320        11         3552      
660     320        11         4351      
693     320        11         2868      
297     320        11         3467      
418     320        11         3459      
275     320        11         4051      
330     320        11         3741      
726     320        11         3478      
627     320        11         3090      
737     320        11         3741      
286     320        11         2950      
759     320        11         3622      
484     320        11         3286      
374     320        11         2970      
682     320        11         2848      
396     320        11         3292      
506     320        11         2788      
627     320        11         3733      
550     320        11         3156      
638     320        11         3104      
770     320        11         2941      
77     320        11         3195      
627     320        11         5295      
605     320        11         3324      
638     320        11         3639      
583     320        11         2970      
528     320        11         3113      
726     320        11         3236      
528     320        11         2853      
484     320        11         2840      
154     320        11         3652      
253     320        11         3335      
363     320        11         2911      
297     320        11         3045      
495     320        11         3768      
638     320        11         3409      
462     320        11         3526      
352     320        11         2858      
231     320        11         3789      
66     320        11         3298      
407     320        11         3186      
220     320        11         3917      
561     320        11         3493      
99     320        11         4385      
132     320        11         3343      
253     320        11         3697      
341     320        11         3886      
539     320        11         3103      
451     320        11         4437      
627     320        11         3125      
572     320        11         3937      
286     320        11         3197      
451     320        11         3258      
583     320        11         3129      
616     320        11         3277      
429     320        11         2641      
660     320        11         3113      
440     320        11         3129      
110     320        11         4419      
605     320        11         2731      
583     320        11         2679      
715     320        11         2635      
660     320        11         3999      
660     320        11         3649      
770     320        11         2725      
110     320        11         2929      
506     320        11         3660      
176     320        11         3170      
308     320        11         3956      
121     320        11         3373      
660     320        11         3660      
154     320        11         3466      
286     320        11         4280      
671     320        11         3236      
494     320        13         5039      
546     320        13         3847      
468     320        13         3772      
130     320        13         3379      
351     320        13         5631      
442     320        13         3212      
143     320        13         2918      
338     320        13         3105      
819     320        13         3169      
715     320        13         3645      
533     320        13         3850      
78     320        13         3061      
728     320        13         4358      
117     320        13         3056      
182     320        13         4381      
130     320        13         3629      
325     320        13         3596      
156     320        13         4018      
156     320        13         3529      
507     320        13         3772      
845     320        13         3315      
819     320        13         3233      
156     320        13         3037      
819     320        13         4224      
481     320        13         4424      
871     320        13         3203      
442     320        13         3228      
442     320        13         3385      
754     320        13         3182      
390     320        13         3252      
572     320        13         3721      
260     320        13         3913      
923     320        13         3345      
143     320        13         3819      
637     320        13         3502      
741     320        13         3991      
494     320        13         4077      
611     320        13         4210      
598     320        13         4045      
104     320        13         3239      
208     320        13         3622      
728     320        13         3444      
611     320        13         4237      
559     320        13         3476      
143     320        13         2845      
507     320        13         4430      
780     320        13         3058      
429     320        13         4290      
741     320        13         3356      
624     320        13         4701      
585     320        13         3025      
143     320        13         3927      
247     320        13         3612      
130     320        13         3577      
689     320        13         3785      
845     320        13         3792      
832     320        13         3769      
715     320        13         3640      
130     320        13         3252      
286     320        13         3240      
286     320        13         3227      
572     320        13         3262      
182     320        13         3208      
416     320        13         3863      
143     320        13         3476      
169     320        13         3968      
377     320        13         3279      
390     320        13         4011      
130     320        13         3393      
312     320        13         3512      
143     320        13         3510      
156     320        13         3795      
715     320        13         3684      
650     320        13         4222      
403     320        13         3672      
780     320        13         3166      
780     320        13         3537      
897     320        13         4724      
182     320        13         3301      
286     320        13         4283      
468     320        13         3423      
871     320        13         3898      
286     320        13         3259      
754     320        13         3507      
663     320        13         3842      
767     320        13         3571      
442     320        13         3959      
598     320        13         3573      
429     320        13         3471      
585     320        13         4138      
156     320        13         4000      
390     320        13         3671      
910     320        13         2922      
182     320        13         3249      
390     320        13         3612      
715     320        13         3018      
806     320        13         3446      
208     320        13         3588      
169     320        13         3316      
351     320        13         3403      
960     320        15         4685      
675     320        15         4537      
195     320        15         3765      
180     320        15         3667      
210     320        15         4079      
795     320        15         3934      
555     320        15         4385      
510     320        15         3539      
1020     320        15         4792      
690     320        15         3993      
405     320        15         3689      
405     320        15         3573      
165     320        15         3813      
375     320        15         4161      
165     320        15         3678      
780     320        15         4835      
465     320        15         4908      
180     320        15         4266      
225     320        15         3930      
855     320        15         3411      
900     320        15         3427      
615     320        15         3654      
270     320        15         4240      
285     320        15         3925      
810     320        15         3604      
585     320        15         4853      
270     320        15         4081      
255     320        15         3600      
195     320        15         3395      
210     320        15         3239      
315     320        15         4909      
855     320        15         3642      
465     320        15         3323      
840     320        15         4374      
255     320        15         3393      
210     320        15         4125      
600     320        15         3609      
780     320        15         4492      
210     320        15         4051      
390     320        15         4671      
735     320        15         4555      
375     320        15         3729      
150     320        15         4049      
900     320        15         4054      
330     320        15         4038      
855     320        15         3951      
165     320        15         3681      
870     320        15         3868      
360     320        15         3304      
180     320        15         3493      
705     320        15         3443      
795     320        15         4803      
810     320        15         4795      
225     320        15         3996      
795     320        15         3774      
240     320        15         5241      
510     320        15         3905      
210     320        15         3894      
120     320        15         3284      
870     320        15         3781      
855     320        15         3226      
780     320        15         3515      
210     320        15         4044      
645     320        15         4081      
225     320        15         5148      
270     320        15         3785      
525     320        15         3412      
345     320        15         3742      
300     320        15         6098      
345     320        15         3586      
345     320        15         3879      
120     320        15         4268      
315     320        15         3793      
840     320        15         4966      
180     320        15         3800      
225     320        15         3478      
510     320        15         4129      
540     320        15         3300      
825     320        15         3965      
165     320        15         4351      
915     320        15         3713      
870     320        15         3873      
720     320        15         3862      
150     320        15         3699      
255     320        15         4111      
75     320        15         3497      
375     320        15         3277      
435     320        15         4394      
735     320        15         3674      
180     320        15         4238      
195     320        15         3887      
765     320        15         3605      
240     320        15         3508      
180     320        15         3539      
960     320        15         3526      
855     320        15         4524      
855     320        15         4720      
1020     320        15         4351      
105     320        15         3772      
180     320        15         4151      
444     640        3          3991      
771     640        3          3836      
1113     640        3          3728      
207     640        3          4587      
504     640        3          3382      
867     640        3          3696      
1188     640        3          3730      
1119     640        3          4339      
516     640        3          3975      
663     640        3          5045      
894     640        3          3949      
951     640        3          4224      
1137     640        3          3735      
1053     640        3          4030      
1197     640        3          3425      
363     640        3          3355      
873     640        3          3994      
966     640        3          4689      
588     640        3          3848      
630     640        3          3291      
87     640        3          3552      
1002     640        3          3792      
393     640        3          4267      
972     640        3          4594      
1167     640        3          4196      
1440     640        3          3902      
1290     640        3          4601      
279     640        3          3932      
1245     640        3          3543      
144     640        3          4183      
705     640        3          3117      
420     640        3          4615      
414     640        3          4560      
189     640        3          3588      
147     640        3          4312      
954     640        3          4077      
612     640        3          4355      
264     640        3          3448      
615     640        3          4104      
327     640        3          4164      
186     640        3          3636      
510     640        3          4035      
1179     640        3          3442      
519     640        3          3976      
849     640        3          3715      
285     640        3          3359      
144     640        3          3914      
666     640        3          3655      
1155     640        3          3821      
678     640        3          3966      
912     640        3          4360      
864     640        3          4183      
165     640        3          4155      
726     640        3          3597      
1245     640        3          4020      
1068     640        3          3901      
1155     640        3          3984      
372     640        3          3540      
984     640        3          4298      
1110     640        3          3246      
555     640        3          3899      
819     640        3          4413      
327     640        3          3437      
1065     640        3          4259      
417     640        3          3544      
315     640        3          3251      
153     640        3          5168      
810     640        3          4376      
516     640        3          3489      
1257     640        3          4158      
1083     640        3          3681      
1296     640        3          3823      
876     640        3          3833      
843     640        3          3886      
1512     640        3          4193      
399     640        3          3394      
867     640        3          3747      
1182     640        3          4400      
1278     640        3          3789      
1050     640        3          4313      
474     640        3          3480      
921     640        3          3959      
753     640        3          4420      
558     640        3          3778      
1107     640        3          3433      
1002     640        3          4161      
1101     640        3          4054      
99     640        3          3666      
177     640        3          4105      
1374     640        3          3948      
501     640        3          3616      
777     640        3          4497      
1371     640        3          3548      
708     640        3          4007      
93     640        3          3294      
675     640        3          3479      
585     640        3          4015      
1347     640        3          4627      
1320     640        3          3825      
525     640        3          3841      
860     640        5          4663      
315     640        5          5041      
175     640        5          6241      
690     640        5          5476      
425     640        5          4519      
365     640        5          6055      
930     640        5          4764      
770     640        5          4424      
1040     640        5          5386      
205     640        5          4575      
540     640        5          5041      
1100     640        5          5044      
775     640        5          4625      
585     640        5          5115      
220     640        5          4816      
855     640        5          5486      
775     640        5          5255      
995     640        5          6085      
135     640        5          5329      
960     640        5          4947      
600     640        5          5274      
930     640        5          4809      
1030     640        5          4457      
490     640        5          5535      
220     640        5          4105      
580     640        5          6663      
990     640        5          5735      
440     640        5          4657      
545     640        5          5413      
1295     640        5          6195      
305     640        5          3889      
615     640        5          4480      
925     640        5          4198      
810     640        5          6028      
115     640        5          4517      
690     640        5          5710      
745     640        5          5307      
1020     640        5          4815      
1025     640        5          4806      
450     640        5          5465      
670     640        5          5376      
540     640        5          5400      
425     640        5          5532      
425     640        5          5044      
990     640        5          5188      
495     640        5          5620      
385     640        5          4548      
805     640        5          4898      
335     640        5          4865      
235     640        5          4860      
870     640        5          5753      
185     640        5          5291      
545     640        5          4534      
700     640        5          4509      
635     640        5          4902      
530     640        5          5733      
865     640        5          5483      
225     640        5          4761      
345     640        5          4336      
375     640        5          4016      
435     640        5          5890      
490     640        5          4998      
495     640        5          5209      
770     640        5          4721      
630     640        5          5147      
745     640        5          4581      
660     640        5          5727      
700     640        5          5749      
930     640        5          4765      
820     640        5          5254      
210     640        5          4628      
1020     640        5          5129      
470     640        5          5250      
410     640        5          5162      
525     640        5          5189      
930     640        5          5770      
640     640        5          4736      
635     640        5          6161      
705     640        5          3898      
400     640        5          4385      
485     640        5          4386      
525     640        5          5889      
240     640        5          5583      
995     640        5          5399      
855     640        5          5552      
200     640        5          4137      
735     640        5          4904      
725     640        5          6051      
915     640        5          5430      
370     640        5          4592      
565     640        5          4770      
810     640        5          4737      
215     640        5          5826      
215     640        5          4928      
295     640        5          5347      
340     640        5          6530      
575     640        5          4136      
565     640        5          5509      
810     640        5          6838      
470     640        5          5563      
105     640        7          5895      
364     640        7          5167      
1029     640        7          5046      
805     640        7          5654      
483     640        7          5726      
742     640        7          6347      
462     640        7          5978      
539     640        7          6695      
504     640        7          5035      
854     640        7          7228      
770     640        7          5729      
868     640        7          6172      
1001     640        7          6636      
574     640        7          7280      
987     640        7          6496      
224     640        7          6607      
658     640        7          6808      
812     640        7          7136      
455     640        7          5173      
1022     640        7          5959      
1092     640        7          5885      
364     640        7          5929      
924     640        7          8141      
987     640        7          5841      
280     640        7          6583      
952     640        7          5933      
133     640        7          5751      
616     640        7          5291      
385     640        7          6807      
140     640        7          4983      
966     640        7          5854      
161     640        7          5812      
490     640        7          5748      
133     640        7          5436      
826     640        7          6403      
329     640        7          5814      
532     640        7          5853      
329     640        7          5331      
1106     640        7          5552      
952     640        7          5102      
721     640        7          7030      
770     640        7          5781      
476     640        7          6468      
462     640        7          7490      
1148     640        7          7329      
56     640        7          4553      
378     640        7          5412      
